From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
P49940	P49940	reviewed	GERKB_BACSU	Spore germination protein KB	gerKB BSU03720	Bacillus subtilis (strain 168)	373		10.1099/13500872-142-11-3047; 10.1038/36786	2.0	Cell membrane;Germination;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0309; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF03845;		IPR004761;	TIGR00912;	Amino acid-polyamine-organocation (APC) superfamily, Spore germination protein (SGP) (TC 2.A.3.9) family	PTHR34975;PTHR34975:SF2;	bsu:BSU03720;			spore germination [GO:0009847]	plasma membrane [GO:0005886]; spore germination [GO:0009847]	938282;
P40420	P40420	reviewed	GLCU_BACSU	Glucose uptake protein GlcU	glcU ycxE BSU03920	Bacillus subtilis (strain 168)	287		10.1099/13500872-142-11-3047; 10.1038/36786; 10.1128/jb.170.11.5086-5092.1988; 10.1128/jb.166.1.238-243.1986; 10.1128/jb.181.16.4929-4936.1999	2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Sugar transport;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-1185; KW-0749; KW-0762; KW-0812; KW-1133; KW-0813	PF06800;	cd23112;	IPR010651;	TIGR00776;	GRP transporter (TC 2.A.7.5) family	PTHR16119;PTHR16119:SF17;	bsu:BSU03920;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; carbohydrate transmembrane transporter activity [GO:0015144]; sporulation resulting in formation of a cellular spore [GO:0030435]	938268;
P12310	P12310	reviewed	DHG_BACSU	Glucose 1-dehydrogenase (EC 1.1.1.47)	gdh BSU03930	Bacillus subtilis (strain 168)	261		10.1128/jb.166.1.238-243.1986; 10.1099/13500872-142-11-3047; 10.1038/36786	3.0	3D-structure;NADP;Oxidoreductase;Reference proteome;Sporulation	KW-0002; KW-0521; KW-0560; KW-1185; KW-0749	PF13561;	cd05358;	IPR036291;IPR020904;IPR050259;IPR002347;		Short-chain dehydrogenases/reductases (SDR) family	PTHR42879;PTHR42879:SF2;	bsu:BSU03930;			sporulation resulting in formation of a cellular spore [GO:0030435]	glucose 1-dehydrogenase (NAD+) activity [GO:0047934]; glucose 1-dehydrogenase (NADP+) activity [GO:0047935]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; sporulation resulting in formation of a cellular spore [GO:0030435]	938261;
P60495	P60495	reviewed	PXPB_BACSU	5-oxoprolinase subunit B (5-OPase subunit B) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit B) (Antikinase KipI) (Kinase A inhibitor) (Sporulation inhibitor KipI)	pxpB kipI ycsJ BSU04080	Bacillus subtilis (strain 168)	240		10.1099/13500872-141-12-3241; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1101/gr.9.11.1116; 10.1101/gad.11.19.2569; 10.1074/jbc.m117.805028; 10.1016/j.jmb.2008.09.017; 10.1016/j.jmb.2010.10.047	4.0	3D-structure;ATP-binding;Hydrolase;Nucleotide-binding;Protein kinase inhibitor;Reference proteome;Sporulation	KW-0002; KW-0067; KW-0378; KW-0547; KW-0649; KW-1185; KW-0749	PF02682;		IPR003833;IPR029000;IPR010016;	TIGR00370;	PxpB family	PTHR34698;PTHR34698:SF2;	bsu:BSU04080;			sporulation resulting in formation of a cellular spore [GO:0030435]	5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]; protein kinase inhibitor activity [GO:0004860]; sporulation resulting in formation of a cellular spore [GO:0030435]	938256;
Q7WY77	Q7WY77	reviewed	PXPC_BACSU	5-oxoprolinase subunit C (5-OPase subunit C) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit C) (KipI antagonist) (Protein KipA)	pxpC kipA BSU04090	Bacillus subtilis (strain 168)	335		10.1099/13500872-141-12-3241; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1101/gr.9.11.1116; 10.1099/mic.0.027839-0; 10.1101/gad.11.19.2569; 10.1016/j.jmb.2010.10.047; 10.1074/jbc.m117.805028	4.0	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0378; KW-0547; KW-1185; KW-0749	PF02626;		IPR003778;IPR029000;IPR052708;	TIGR00724;	PxpC family	PTHR43309;PTHR43309:SF5;	bsu:BSU04090;			sporulation resulting in formation of a cellular spore [GO:0030435]	5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]; sporulation resulting in formation of a cellular spore [GO:0030435]	2914204;
P42968	P42968	reviewed	KIPR_BACSU	HTH-type transcriptional regulator KipR (Kip operon repressor protein)	kipR ycsO BSU04100	Bacillus subtilis (strain 168)	250		10.1099/13500872-141-12-3241; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1101/gad.11.19.2569	3.0	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0804; KW-0805	PF09339;PF01614;		IPR029016;IPR050707;IPR014757;IPR005471;IPR036388;IPR036390;			PTHR30136;PTHR30136:SF24;	bsu:BSU04100;			negative regulation of DNA-templated transcription [GO:0045892]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	939999;
P42969	P42969	reviewed	LIPC_BACSU	Spore germination lipase LipC (EC 3.-.-.-)	lipC ycsK BSU04110	Bacillus subtilis (strain 168)	213		10.1099/13500872-141-12-3241; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1128/jb.01527-06	3.0	Hydrolase;Reference proteome;Sporulation	KW-0378; KW-1185; KW-0749	PF00657;		IPR051532;IPR001087;IPR036514;		'GDSL' lipolytic enzyme family	PTHR30383:SF27;PTHR30383;	bsu:BSU04110;			lipid catabolic process [GO:0016042]; sporulation resulting in formation of a cellular spore [GO:0030435]	lysophospholipase activity [GO:0004622]; lipid catabolic process [GO:0016042]; sporulation resulting in formation of a cellular spore [GO:0030435]	938249;
P96617	P96617	reviewed	YDCA_BACSU	Putative rhomboid protease YdcA (EC 3.4.21.-)	ydcA BSU04610	Bacillus subtilis (strain 168)	199		10.1007/s004380050546; 10.1038/36786	2.0	Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0378; KW-0472; KW-0645; KW-1185; KW-0812; KW-1133	PF01694;		IPR022764;IPR035952;IPR050925;		Peptidase S54 family	PTHR43731:SF14;PTHR43731;	bsu:BSU04610;	S54.A18;		proteolysis [GO:0006508]	plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	939936;
P96619	P96619	reviewed	YDCC_BACSU	Sporulation protein YdcC	ydcC BSU04630	Bacillus subtilis (strain 168)	338		10.1038/36786; 10.1099/mic.0.26413-0	2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133			IPR029046;IPR052944;			PTHR37507;PTHR37507:SF2;	bsu:BSU04630;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	86875104;938166;
A0A2K4Z9G8	A0A2K4Z9G8	reviewed	COMPA_BACSU	Cortex morphogenetic protein A	cmpA BSU_04785	Bacillus subtilis (strain 168)	37		10.1038/36786; 10.1111/1751-7915.13043; 10.1111/j.1365-2958.2012.08052.x; 10.1016/j.devcel.2015.08.009	3.0	Reference proteome;Sporulation	KW-1185; KW-0749			IPR047764;	NF033225;						sporulation resulting in formation of a cellular spore [GO:0030435]	intracellular immature spore [GO:0042763]; sporulation resulting in formation of a cellular spore [GO:0030435]	92915671;
P96652	P96652	reviewed	LRPA_BACSU	HTH-type transcriptional regulator LrpA	lrpA yddO BSU05050	Bacillus subtilis (strain 168)	136		10.1046/j.1365-2958.1997.4491805.x; 10.1038/36786	2.0	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0804; KW-0805	PF01037;PF13412;		IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;			PTHR30154:SF55;PTHR30154;	bsu:BSU05050;			response to amino acid [GO:0043200]	cytosol [GO:0005829]; sequence-specific DNA binding [GO:0043565]; response to amino acid [GO:0043200]	938119;
P96653	P96653	reviewed	LRPB_BACSU	HTH-type transcriptional regulator LrpB	lrpB yddP BSU05060	Bacillus subtilis (strain 168)	149		10.1046/j.1365-2958.1997.4491805.x; 10.1038/36786	2.0	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0804; KW-0805	PF01037;PF13404;		IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;			PTHR30154:SF55;PTHR30154;	bsu:BSU05060;			response to amino acid [GO:0043200]	cytosol [GO:0005829]; sequence-specific DNA binding [GO:0043565]; response to amino acid [GO:0043200]	939912;
O31496	O31496	reviewed	YDZH_BACSU	Uncharacterized protein YdzH	ydzH BSU05520	Bacillus subtilis (strain 168)	78		10.1038/36786	1.0	Reference proteome	KW-1185	PF10676;		IPR019618;				bsu:BSU05520;					938074;
C0H3W2	C0H3W2	reviewed	YDZR_BACSU	Spore germination protein-like protein YdzR	ydzR BSU05529	Bacillus subtilis (strain 168)	76		10.1038/36786	1.0	Reference proteome	KW-1185	PF10676;		IPR019618;		GerPA/GerPF family	PTHR37808:SF1;PTHR37808;	bsu:BSU05529;					8303211;
P96696	P96696	reviewed	YDFR_BACSU	UPF0702 transmembrane protein YdfR	ydfR BSU05530	Bacillus subtilis (strain 168)	225		10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04239;		IPR007353;IPR023090;		UPF0702 family	PTHR34582;PTHR34582:SF2;	bsu:BSU05530;				plasma membrane [GO:0005886]	939897;
P96697	P96697	reviewed	YDFS_BACSU	UPF0702 transmembrane protein YdfS	ydfS BSU05540	Bacillus subtilis (strain 168)	235		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04239;PF20730;		IPR007353;IPR023090;IPR048454;		UPF0702 family	PTHR34582;PTHR34582:SF7;	bsu:BSU05540;				plasma membrane [GO:0005886]	939890;
P96698	P96698	reviewed	COTP_BACSU	Spore coat protein P	cotP ydfT BSU05550	Bacillus subtilis (strain 168)	143		10.1038/36786; 10.1111/j.1574-6968.2001.tb09453.x	2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF00011;	cd06464;	IPR002068;IPR008978;		Small heat shock protein (HSP20) family		bsu:BSU05550;			protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to salt stress [GO:0009651]; sporulation resulting in formation of a cellular spore [GO:0030435]	unfolded protein binding [GO:0051082]; protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to salt stress [GO:0009651]; sporulation resulting in formation of a cellular spore [GO:0030435]	938073;
P96699	P96699	reviewed	YDGA_BACSU	Uncharacterized protein YdgA	ydgA BSU05560	Bacillus subtilis (strain 168)	80		10.1038/36786	1.0	Reference proteome	KW-1185	PF10676;		IPR019618;				bsu:BSU05560;					938065;
P96700	P96700	reviewed	YDGB_BACSU	Uncharacterized protein YdgB	ydgB BSU05570	Bacillus subtilis (strain 168)	90		10.1038/36786	1.0	Reference proteome	KW-1185	PF10676;		IPR019618;				bsu:BSU05570;					938056;
O05495	O05495	reviewed	YDHD_BACSU	Putative sporulation-specific glycosylase YdhD (EC 3.2.-.-)	ydhD BSU05710	Bacillus subtilis (strain 168)	420		10.1099/00221287-143-6-1861; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1093/oxfordjournals.jbchem.a022798; 10.1099/00221287-148-8-2383	3.0	3D-structure;Carbohydrate metabolism;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Repeat;Sporulation	KW-0002; KW-0119; KW-0326; KW-0378; KW-0624; KW-1185; KW-0677; KW-0749	PF00704;PF01476;	cd02874;cd00118;	IPR041704;IPR011583;IPR029070;IPR051887;IPR001223;IPR017853;IPR018392;IPR036779;		Glycosyl hydrolase 18 family, Chitinase class II subfamily	PTHR46290;PTHR46290:SF1;	bsu:BSU05710;		CBM50;GH18;	oligosaccharide catabolic process [GO:0009313]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	spore wall [GO:0031160]; chitin binding [GO:0008061]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; oligosaccharide catabolic process [GO:0009313]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	939885;
O05497	O05497	reviewed	YDHF_BACSU	Uncharacterized protein YdhF	ydhF BSU05730	Bacillus subtilis (strain 168)	236		10.1099/00221287-143-6-1861; 10.1038/36786	2.0	Reference proteome;Signal	KW-1185; KW-0732	PF11611;PF08139;		IPR029051;IPR012640;				bsu:BSU05730;					938019;
P19405	P19405	reviewed	PPB3_BACSU	Alkaline phosphatase 3 (EC 3.1.3.1) (Alkaline phosphatase III) (APase III)	phoB phoAIII BSU05740	Bacillus subtilis (strain 168)	462		10.1016/s0021-9258(17)35285-7; 10.1099/00221287-143-6-1861; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.172.7.3730-3737.1990; 10.1128/jb.172.2.735-740.1990	3.0	Direct protein sequencing;Hydrolase;Magnesium;Metal-binding;Phosphoprotein;Reference proteome;Signal;Zinc	KW-0903; KW-0378; KW-0460; KW-0479; KW-0597; KW-1185; KW-0732; KW-0862	PF00245;	cd16012;	IPR001952;IPR018299;IPR017850;		Alkaline phosphatase family	PTHR11596;PTHR11596:SF5;	bsu:BSU05740;				alkaline phosphatase activity [GO:0004035]; metal ion binding [GO:0046872]	938004;
O34592	O34592	reviewed	YDJP_BACSU	AB hydrolase superfamily protein YdjP (EC 3.-.-.-)	ydjP BSU06280	Bacillus subtilis (strain 168)	271		10.1093/dnares/4.5.335; 10.1038/36786; 10.1046/j.1365-2958.1999.01180.x	2.0	Hydrolase;Reference proteome	KW-0378; KW-1185	PF12697;		IPR000073;IPR029058;IPR050266;		AB hydrolase superfamily	PTHR43798:SF31;PTHR43798;	bsu:BSU06280;				membrane [GO:0016020]; hydrolase activity [GO:0016787]	936035;
O34803	O34803	reviewed	YEAA_BACSU	Uncharacterized protein YeaA	yeaA ydjQ BSU06290	Bacillus subtilis (strain 168)	329		10.1093/dnares/4.5.335; 10.1038/36786; 10.1099/13500872-142-11-3027	1.0	Reference proteome	KW-1185	PF13170;		IPR025062;				bsu:BSU06290;					936018;
P07788	P07788	reviewed	COTA_BACSU	Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)	cotA pig BSU06300	Bacillus subtilis (strain 168)	513		10.1099/13500872-142-11-3027; 10.1093/dnares/4.5.335; 10.1038/36786; 10.1016/0022-2836(87)90506-7; 10.1016/0022-2836(88)90536-0; 10.1128/jb.183.18.5426-5430.2001; 10.1074/jbc.m200827200; 10.1107/s0907444902011575; 10.1128/aem.72.1.972-975.2006; 10.1039/c2dt12067d; 10.1007/s12033-018-0103-6; 10.1016/j.bbrc.2021.01.094; 10.1074/jbc.m301251200; 10.1074/jbc.m314000200; 10.1039/b504806k; 10.1042/bj20080166; 10.1186/1472-6807-10-28; 10.1039/b922734b; 10.1107/s0907444911054503; 10.1107/s2053230x1600426x; 10.1002/cbic.201800236	5.0	3D-structure;Copper;Metal-binding;Oxidoreductase;Reference proteome;Repeat;Sporulation	KW-0002; KW-0186; KW-0479; KW-0560; KW-1185; KW-0677; KW-0749	PF00394;PF07731;PF07732;	cd13844;cd13868;cd13891;	IPR011707;IPR001117;IPR011706;IPR045087;IPR008972;		Multicopper oxidase family	PTHR48267:SF1;PTHR48267;	bsu:BSU06300;			sporulation resulting in formation of a cellular spore [GO:0030435]	outer membrane-bounded periplasmic space [GO:0030288]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]; sporulation resulting in formation of a cellular spore [GO:0030435]	936023;
C0H3X3	C0H3X3	reviewed	YEZF_BACSU	Uncharacterized membrane protein YezF	yezF BSU06559	Bacillus subtilis (strain 168)	75		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF11127;		IPR021309;				bsu:BSU06559;				plasma membrane [GO:0005886]	8302929;
Q59HN8	Q59HN8	reviewed	RAPH_BACSU	Response regulator aspartate phosphatase H (EC 3.1.3.-) (PSP28)	rapH yeeH yzqA BSU06830	Bacillus subtilis (strain 168)	376	P06628	10.1038/36786; 10.1099/mic.0.027839-0; 10.1111/j.1365-2958.2006.05059.x; 10.1111/j.1365-2958.2007.05776.x; 10.1128/jb.05860-11; 10.1371/journal.pbio.1000589	5.0	3D-structure;Competence;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0002; KW-0178; KW-0963; KW-0378; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802	PF18801;PF13176;		IPR051476;IPR011990;IPR019734;		Rap family	PTHR46630;PTHR46630:SF1;	bsu:BSU06830;			establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; phosphoprotein phosphatase activity [GO:0004721]; establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	936065;
Q59HN7	Q59HN7	reviewed	PHRH_BACSU	Phosphatase RapH inhibitor (Phosphatase regulator H)	phrH BSU06839	Bacillus subtilis (strain 168)	57		10.1111/j.1365-2958.2006.05059.x; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1016/0378-1119(88)90207-7; 10.1111/j.1365-2958.2007.05776.x; 10.1128/jb.05860-11	5.0	Competence;Cytoplasm;Reference proteome;Secreted;Sporulation	KW-0178; KW-0963; KW-1185; KW-0964; KW-0749					Phr family		bsu:BSU06839;			establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	8303115;
O31510	O31510	reviewed	YEEK_BACSU	Spore coat protein YeeK	yeeK BSU06850	Bacillus subtilis (strain 168)	145		10.1038/36786; 10.1128/jb.182.7.1883-1888.2000; 10.1128/jb.01269-08	3.0	Direct protein sequencing;Reference proteome;Repeat;Sporulation	KW-0903; KW-1185; KW-0677; KW-0749							bsu:BSU06850;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936073;
Q45536	Q45536	reviewed	COTJA_BACSU	Protein CotJA	cotJA BSU06890	Bacillus subtilis (strain 168)	82		10.1128/jb.177.12.3394-3406.1995; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11007;		IPR020256;				bsu:BSU06890;					86874854;938758;
Q45537	Q45537	reviewed	COTJB_BACSU	Protein CotJB	cotJB BSU06900	Bacillus subtilis (strain 168)	87		10.1128/jb.177.12.3394-3406.1995; 10.1038/36786	2.0	Reference proteome	KW-1185	PF12652;		IPR024207;IPR016571;				bsu:BSU06900;					936071;
Q45538	Q45538	reviewed	COTJC_BACSU	Protein CotJC	cotJC BSU06910	Bacillus subtilis (strain 168)	189		10.1128/jb.177.12.3394-3406.1995; 10.1038/36786	2.0	Reference proteome	KW-1185	PF05067;	cd01051;	IPR012347;IPR009078;IPR007760;IPR039377;		Manganese catalase family		bsu:BSU06910;					938762;
O31513	O31513	reviewed	YESJ_BACSU	Uncharacterized N-acetyltransferase YesJ (EC 2.3.1.-)	yesJ yeeN yfxC yfxD BSU06920	Bacillus subtilis (strain 168)	180		10.1038/36786	2.0	Acyltransferase;Reference proteome;Transferase	KW-0012; KW-1185; KW-0808	PF00583;	cd04301;	IPR016181;IPR050832;IPR000182;		Acetyltransferase family	PTHR43877:SF2;PTHR43877;	bsu:BSU06920;				N-acetyltransferase activity [GO:0008080]	936070;
O31514	O31514	reviewed	YESK_BACSU	Uncharacterized protein YesK	yesK BSU06930	Bacillus subtilis (strain 168)	100		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF14150;		IPR025434;				bsu:BSU06930;				plasma membrane [GO:0005886]	936069;
P39130	P39130	reviewed	LPLD_BACSU	Alpha-galacturonidase (EC 3.2.1.67)	lplD BSU07130	Bacillus subtilis (strain 168)	446		10.1038/36786; 10.1016/j.febslet.2013.02.004	4.0	3D-structure;Carbohydrate metabolism;Glycosidase;Hydrolase;Manganese;Metal-binding;NAD;Reference proteome	KW-0002; KW-0119; KW-0326; KW-0378; KW-0464; KW-0479; KW-0520; KW-1185	PF02056;PF11975;	cd05297;	IPR053715;IPR019802;IPR001088;IPR022616;IPR015955;IPR036291;		Glycosyl hydrolase 4 family	PTHR32092;PTHR32092:SF2;	bsu:BSU07130;		GH4;	carbohydrate metabolic process [GO:0005975]	galacturan 1,4-alpha-galacturonidase activity [GO:0047911]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]	938770;
O31533	O31533	reviewed	YETF_BACSU	UPF0702 transmembrane protein YetF	yetF BSU07140	Bacillus subtilis (strain 168)	231		10.1038/36786	2.0	3D-structure;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0002; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04239;PF20730;		IPR007353;IPR023090;IPR048454;		UPF0702 family	PTHR34582;PTHR34582:SF5;	bsu:BSU07140;				plasma membrane [GO:0005886]	936086;
