target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
O31514	Hypothetical							N/A	N/A				
P39130	Galacturan 1,4-alpha-galacturonidase	K22933	KOFam_prokaryote_KEGG	1.5e-210	696.3	3.2.1.67	lplD	N/A	N/A	4	442	438	428
O31533	Hypothetical							N/A	N/A				
O08394	cypD_E, CYP102A, CYP505; cytochrome P450 / NADPH-cytochrome P450 reductase	K14338	KOFam_prokaryote_FOAM	0.0	1411.8	1.14.14.1 1.6.2.4		N/A	N/A	3	1059	1056	428
O06486	rfbF; glucose-1-phosphate cytidylyltransferase	K00978	KOFam_prokaryote_FOAM	2.2e-106	351.8	2.7.7.33		N/A	N/A	1	254	253	428
O06485	CDP-glucose 4,6-dehydratase	K01709	KOFam_prokaryote_KEGG	6.3e-113	374.1	4.2.1.45	rfbG	N/A	N/A	2	321	319	428
O06484	Hypothetical							N/A	N/A				
O06483	fcbD; chondroitin synthase	K13500	KOFam_prokaryote_FOAM	1.1e-30	100.6	2.4.1.175 2.4.1.226		N/A	N/A	3	258	255	428
O31542	Hypothetical							N/A	N/A				
O34409	Hydroxyacylglutathione hydrolase	K01069	KOFam_prokaryote_KEGG	9.7e-28	93.9	3.1.2.6	gloB, gloC, HAGH	N/A	N/A	31	242	211	428
O34345	Hypothetical							N/A	N/A				
O34840	Ca2+:H+ antiporter	K07300	KOFam_prokaryote_KEGG	1.8e-115	382.7		chaA, CAX	N/A	N/A	7	349	342	428
O34579	Hypothetical							N/A	N/A				
O31572	Hypothetical							N/A	N/A				
O31573	Hypothetical							N/A	N/A				
O31585	Hypothetical							N/A	N/A				
P71079	Enoyl-[acyl-carrier protein] reductase III	K10780	KOFam_prokaryote_KEGG	5.5e-113	373.6	1.3.1.104	fabL	N/A	N/A	3	249	246	428
O31586	Hypothetical							N/A	N/A				
Q796Y5	Glycolate oxidase	K00104	KOFam_prokaryote_KEGG	1.4e-19	64.1	1.1.3.15	glcD	N/A	N/A	17	229	212	428
O31589	Hypothetical							N/A	N/A				
P39134	Serine protein kinase	K07180	KOFam_prokaryote_KEGG	4.2e-278	920.8		prkA	N/A	N/A	2	631	629	428
P45742	Uncharacterized protein	K09786	KOFam_prokaryote_KEGG	1.9e-162	537.8			N/A	N/A	6	386	380	428
P54597	Hypothetical							N/A	N/A				
P54599	Hypothetical							N/A	N/A				
P54604	23S rRNA pseudouridine1911/1915/1917 synthase	K06180	KOFam_prokaryote_KEGG	2.6e-99	330.0	5.4.99.23	rluD	N/A	N/A	11	297	286	428
P54606	Acetoin utilization protein AcuB	K04767	KOFam_prokaryote_KEGG	1.2e-36	123.0		acuB	N/A	N/A	3	119	116	428
O07530	Hypothetical							N/A	N/A				
O07531	Hypothetical							N/A	N/A				
O07547	Hypothetical							N/A	N/A				
O07539	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	K21064	KOFam_prokaryote_KEGG	6.8e-54	179.8	3.1.3.104	ycsE, yitU, ywtE	N/A	N/A	1	277	276	428
C0H3Y3	Hypothetical							N/A	N/A				
O07599	Hypothetical							N/A	N/A				
P38050	pbp2A; penicillin-binding protein 2A	K12555	KOFam_prokaryote_FOAM	2.3e-260	862.6	2.4.1.129 3.4.16.4		N/A	N/A	10	629	619	428
O07611	Hypothetical							N/A	N/A				
P40769	STE24 endopeptidase	K06013	KOFam_prokaryote_KEGG	7.3e-87	289.4	3.4.24.84	STE24	N/A	N/A	21	416	395	428
O07622	puuB, ordL; gamma-glutamylputrescine oxidase	K09471	KOFam_prokaryote_FOAM	3e-56	187.5	1.4.3.-		N/A	N/A	7	391	384	428
P40397	3-oxoacyl-[acyl-carrier protein] reductase	K00059	KOFam_prokaryote_KEGG	3.4e-77	256.7	1.1.1.100	fabG, OAR1	N/A	N/A	35	283	248	428
O07571	Hypothetical							N/A	N/A				
O07572	Hypothetical							N/A	N/A				
O06727	Hypothetical							N/A	N/A				
O06728	15-cis-phytoene synthase	K02291	KOFam_prokaryote_KEGG	2.8e-51	171.3	2.5.1.32	crtB	N/A	N/A	4	256	252	428
O06734	Non-heme chloroperoxidase	K00433	KOFam_prokaryote_KEGG	1.1e-87	291.6	1.11.1.10	cpo	N/A	N/A	4	266	262	428
O06735	cysC; adenylylsulfate kinase	K00860	KOFam_prokaryote_FOAM	6.5e-101	334.4	2.7.1.25		N/A	N/A	4	198	194	428
O06736	sat, met3; sulfate adenylyltransferase	K00958	KOFam_prokaryote_FOAM	1.2e-175	582.4	2.7.7.4		N/A	N/A	5	374	369	428
O06737	cysH; phosphoadenosine phosphosulfate reductase	K00390	KOFam_prokaryote_FOAM	7e-89	294.7	1.8.4.8 1.8.4.10		N/A	N/A	24	235	211	428
O06738	2-phosphosulfolactate phosphatase	K05979	KOFam_prokaryote_KEGG	2.1e-42	142.1	3.1.3.71	comB	N/A	N/A	4	217	213	428
O06739	Phosphosulfolactate synthase	K08097	KOFam_prokaryote_KEGG	8.7e-101	333.3	4.4.1.19	comA	N/A	N/A	1	251	250	428
O06740	Hypothetical							N/A	N/A				
O06741	D-galactarolactone cycloisomerase	K18983	KOFam_prokaryote_KEGG	3.7e-97	322.2	5.5.1.27	gci	N/A	N/A	1	369	368	428
Q796Q1	yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein	K08221	KOFam_prokaryote_FOAM	3.3e-127	421.1			N/A	N/A	8	407	399	428
O06752	Hypothetical							N/A	N/A				
C0H3Y5	Hypothetical							N/A	N/A				
O34585	Hypothetical							N/A	N/A				
O35001	Hypothetical							N/A	N/A				
O34959	Hypothetical							N/A	N/A				
O34891	Hypothetical							N/A	N/A				
O31596	Hypothetical							N/A	N/A				
O31597	Hypothetical							N/A	N/A				
O31603	Hypothetical							N/A	N/A				
O31605	Oligoendopeptidase F	K08602	KOFam_prokaryote_KEGG	1.1e-245	813.9	3.4.24.-	pepF, pepB	N/A	N/A	6	668	662	428
C0H3Y6	Hypothetical							N/A	N/A				
C0H3Y7	Hypothetical							N/A	N/A				
O31649	Hypothetical							N/A	N/A				
O34554	Hypothetical							N/A	N/A				
O34736	allD; ureidoglycolate dehydrogenase (NAD+)	K00073	KOFam_prokaryote_FOAM	1.3e-150	498.1	1.1.1.350		N/A	N/A	1	336	335	428
O35045	rspB; L-gulonate 5-dehydrogenase	K08322	KOFam_prokaryote_FOAM	9.8e-117	386.2	1.1.1.380		N/A	N/A	1	338	337	428
O34346	uxuA; mannonate dehydratase	K01686	KOFam_prokaryote_FOAM	1.8e-143	475.4	4.2.1.8		N/A	N/A	1	353	352	428
O34896	Glucose 1-dehydrogenase	K00034	KOFam_prokaryote_KEGG	6.5e-63	208.5	1.1.1.47	gdh	N/A	N/A	6	276	270	428
O34456	exuT; MFS transporter, ACS family, hexuronate transporter	K08191	KOFam_prokaryote_FOAM	2.2e-114	379.3			N/A	N/A	9	415	406	428
Q9JMQ1	LacI family transcriptional regulator, purine nucleotide synthesis repressor	K03604	KOFam_prokaryote_KEGG	6.2e-107	354.7		purR	N/A	N/A	1	332	331	428
O34354	uxaB; tagaturonate reductase	K00041	KOFam_prokaryote_FOAM	1.1e-207	687.8	1.1.1.58		N/A	N/A	1	473	472	428
O34673	uxaA; altronate hydrolase	K01685	KOFam_prokaryote_FOAM	7.3e-203	671.3	4.2.1.7		N/A	N/A	1	496	495	428
O34578	Uncharacterized protein	K07090	KOFam_prokaryote_KEGG	2e-41	139.2			N/A	N/A	5	254	249	428
O34423	Mn-containing catalase	K07217	KOFam_prokaryote_KEGG	1.7e-112	372.6			N/A	N/A	1	254	253	428
O31653	Hypothetical							N/A	N/A				
P49853	Hypothetical							N/A	N/A				
O34405	Hypothetical							N/A	N/A				
C0SPB9	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase	K03429	KOFam_prokaryote_FOAM	1.5e-85	284.2	2.4.1.315		N/A	N/A	1	360	359	428
O34495	Hypothetical							N/A	N/A				
O35040	Uncharacterized protein	K07098	KOFam_prokaryote_KEGG	5.3e-62	206.6			N/A	N/A	8	268	260	428
O34830	Hypothetical							N/A	N/A				
O34755	Polyisoprenyl-phosphate glycosyltransferase	K20534	KOFam_prokaryote_KEGG	1.5e-127	423.0	2.4.-.-	gtrB, csbB	N/A	N/A	1	318	317	428
O34859	DNA end-binding protein Ku	K10979	KOFam_prokaryote_KEGG	1e-118	393.2		ku	N/A	N/A	10	307	297	428
O34997	Hypothetical							N/A	N/A				
C0H402	Hypothetical							N/A	N/A				
O31659	Hypothetical							N/A	N/A				
O31674	Hypothetical							N/A	N/A				
O31682	Spore germination protein	K06306	KOFam_prokaryote_KEGG	5e-51	170.4		yaaH	N/A	N/A	16	220	204	428
C0H404	Spore germination protein	K06306	KOFam_prokaryote_KEGG	5.2e-18	61.7		yaaH	N/A	N/A	2	79	77	428
P37955	Transcriptional regulator of the spore photoproduct lyase operon	K06315	KOFam_prokaryote_KEGG	2.5e-35	116.9		splA	N/A	N/A	2	74	72	428
Q796K9	Hypothetical							N/A	N/A				
O34783	Hypothetical							N/A	N/A				
Q45492	Hypothetical							N/A	N/A				
C0H409	Hypothetical							N/A	N/A				
O07635	PhoH-like ATPase	K07175	KOFam_prokaryote_KEGG	1e-189	629.1		phoH2	N/A	N/A	1	442	441	428
O07637	glsA, GLS; glutaminase	K01425	KOFam_prokaryote_FOAM	8.9e-119	394.4	3.5.1.2		N/A	N/A	9	309	300	428
P12946	Heme a synthase	K02259	KOFam_prokaryote_KEGG	4.6e-41	137.6	1.17.99.9	COX15, ctaA	N/A	N/A	3	298	295	428
O34682	CBS domain-containing protein	K07182	KOFam_prokaryote_KEGG	2e-26	89.4			N/A	N/A	2	126	124	428
O34586	Hypothetical							N/A	N/A				
O34880	Hypothetical							N/A	N/A				
O34958	Hypothetical							N/A	N/A				
O34549	Prespore-specific regulator	K06314	KOFam_prokaryote_KEGG	3.7e-66	219.5		rsfA	N/A	N/A	1	187	186	428
P37585	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	K02563	KOFam_prokaryote_FOAM	9.9e-126	416.8	2.4.1.227		N/A	N/A	1	361	360	428
P18579	murB; UDP-N-acetylmuramate dehydrogenase	K00075	KOFam_prokaryote_FOAM	5.6e-103	342.0	1.3.1.98		N/A	N/A	10	300	290	428
Q45544	Hypothetical							N/A	N/A				
P28265	Hypothetical							N/A	N/A				
Q45478	Hypothetical							N/A	N/A				
O34431	ATP2C; P-type Ca2+ transporter type 2C	K01537	KOFam_prokaryote_FOAM	0.0	1108.8	7.2.2.10		N/A	N/A	10	880	870	428
P51835	Fused signal recognition particle receptor	K03110	KOFam_prokaryote_KEGG	9e-150	495.6		ftsY	N/A	N/A	16	325	309	428
O31737	Hypothetical							N/A	N/A				
Q04797	asd; aspartate-semialdehyde dehydrogenase	K00133	KOFam_prokaryote_FOAM	1.2e-145	483.1	1.2.1.11		N/A	N/A	6	343	337	428
Q04795	lysC; aspartate kinase	K00928	KOFam_prokaryote_FOAM	5.6e-118	391.5	2.7.2.4		N/A	N/A	1	403	402	428
Q04796	dapA; 4-hydroxy-tetrahydrodipicolinate synthase	K01714	KOFam_prokaryote_FOAM	1.2e-116	386.6	4.3.3.7		N/A	N/A	1	283	282	428
Q99171	Hypothetical							N/A	N/A				
C0H413	Hypothetical							N/A	N/A				
O31762	yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein	K08221	KOFam_prokaryote_FOAM	1.2e-123	409.4			N/A	N/A	2	391	389	428
O31768	Hypothetical							N/A	N/A				
O31771	Cytoskeleton protein RodZ	K15539	KOFam_prokaryote_KEGG	6.3e-40	134.4		rodZ	N/A	N/A	1	272	271	428
tr	polA; DNA polymerase I	K02335	KOFam_prokaryote_FOAM	0.0	1048.1	2.7.7.7		N/A	N/A	3	881	878	428
O31779	Hypothetical							N/A	N/A				
O31793	Hypothetical							N/A	N/A				
P94494	Alanine racemase	K01775	KOFam_prokaryote_KEGG	6.1e-132	437.2	5.1.1.1	alr	N/A	N/A	10	383	373	428
P94495	Hypothetical							N/A	N/A				
O31802	Hypothetical							N/A	N/A				
O31805	Hypothetical							N/A	N/A				
O31815	Hypothetical							N/A	N/A				
O31816	Hypothetical							N/A	N/A				
C0H418	Hypothetical							N/A	N/A				
Q45069	Hypothetical							N/A	N/A				
O31824	Uncharacterized protein	K07097	KOFam_prokaryote_KEGG	1.6e-109	363.5			N/A	N/A	1	397	396	428
O31825	Methylmalonyl-CoA decarboxylase subunit alpha	K01604	KOFam_prokaryote_KEGG	3e-240	794.7	7.2.4.3	mmdA	N/A	N/A	7	511	504	428
O34893	AUH; methylglutaconyl-CoA hydratase	K05607	KOFam_prokaryote_FOAM	1.9e-109	363.1	4.2.1.18		N/A	N/A	10	259	249	428
O34873	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase	K01640	KOFam_prokaryote_FOAM	3.2e-133	441.2	4.1.3.4		N/A	N/A	3	292	289	428
C0H419	Glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma	K23351	KOFam_prokaryote_KEGG	5.8e-23	78.8		gcdC, mmdC	N/A	N/A	3	71	68	428
O34544	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	K01968	KOFam_prokaryote_FOAM	2e-224	744.4	6.4.1.4		N/A	N/A	1	443	442	428
O31826	Medium-chain acyl-CoA ligase, mitochondrial	K23617	KOFam_prokaryote_KEGG	4.6e-219	725.8	6.2.1.2	ACSF2	N/A	N/A	3	547	544	428
O34421	ACADS, bcd; butyryl-CoA dehydrogenase	K00248	KOFam_prokaryote_FOAM	4.3e-167	553.7	1.3.8.1		N/A	N/A	5	380	375	428
O34356	Hypothetical							N/A	N/A				
O35015	Hypothetical							N/A	N/A				
O34506	Hypothetical							N/A	N/A				
Q7WY68	Hypothetical							N/A	N/A				
C0SPC0	4-hydroxyphenylacetate 3-monooxygenase	K00483	KOFam_prokaryote_KEGG	4.7e-189	625.8	1.14.14.9	hpaB	N/A	N/A	3	480	477	428
O34906	Hypothetical							N/A	N/A				
O34767	Oxalate decarboxylase	K01569	KOFam_prokaryote_KEGG	1.4e-182	603.8	4.1.1.2	oxdD	N/A	N/A	15	389	374	428
O31831	Hypothetical							N/A	N/A				
C0H421	Hypothetical							N/A	N/A				
O31832	Hypothetical							N/A	N/A				
O34611	Vancomycin resistance protein VanW	K18346	KOFam_prokaryote_KEGG	3e-58	194.5		vanW	N/A	N/A	99	285	186	428
O34701	LysR family transcriptional regulator, transcriptional activator of the cysJI operon	K21900	KOFam_prokaryote_KEGG	2.5e-56	187.9		cysL	N/A	N/A	2	286	284	428
O34541	Hypothetical							N/A	N/A				
O34363	MAO, aofH; monoamine oxidase	K00274	KOFam_prokaryote_FOAM	1.8e-80	268.3	1.4.3.4		N/A	N/A	11	475	464	428
O34976	Hypothetical							N/A	N/A				
C0H429	Hypothetical							N/A	N/A				
O31846	Hypothetical							N/A	N/A				
O34855	Hypothetical							N/A	N/A				
Q796C3	Sporulenol synthase	K18115	KOFam_prokaryote_KEGG	4e-261	864.2	4.2.1.137	sqhC	N/A	N/A	3	626	623	428
O35023	SOD2; superoxide dismutase, Fe-Mn family	K04564	KOFam_prokaryote_FOAM	1.7e-93	310.5	1.15.1.1		N/A	N/A	53	275	222	428
O31854	Diadenylate cyclase	K18672	KOFam_prokaryote_KEGG	6.4e-55	183.7	2.7.7.85	dacA	N/A	N/A	65	206	141	428
Q7WY67	Hypothetical							N/A	N/A				
O31861	Hypothetical							N/A	N/A				
O34954	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	K03183	KOFam_prokaryote_FOAM	1.4e-22	76.8	2.1.1.163 2.1.1.201		N/A	N/A	25	159	134	428
O34654	Hypothetical							N/A	N/A				
C0H432	Hypothetical							N/A	N/A				
O30472	Hypothetical							N/A	N/A				
O31863	Hypothetical							N/A	N/A				
C0H433	Hypothetical							N/A	N/A				
O31864	Hypothetical							N/A	N/A				
C0H434	Hypothetical							N/A	N/A				
O34676	kamA; lysine 2,3-aminomutase	K01843	KOFam_prokaryote_FOAM	8.8e-178	588.4	5.4.3.2		N/A	N/A	12	465	453	428
O34895	Beta-lysine N6-acetyltransferase	K21935	KOFam_prokaryote_KEGG	2.5e-100	332.2	2.3.1.264	ablB	N/A	N/A	5	275	270	428
O34984	argE; acetylornithine deacetylase	K01438	KOFam_prokaryote_FOAM	1.4e-104	347.9	3.5.1.16		N/A	N/A	15	430	415	428
O34466	OXCT; 3-oxoacid CoA-transferase	K01027	KOFam_prokaryote_FOAM	8e-96	318.4	2.8.3.5		N/A	N/A	6	212	206	428
O34317	Acetate CoA/acetoacetate CoA-transferase alpha subunit	K01034	KOFam_prokaryote_KEGG	2.9e-98	324.2	2.8.3.8 2.8.3.9	atoD	N/A	N/A	5	221	216	428
O34662	spuC; putrescine---pyruvate transaminase	K12256	KOFam_prokaryote_FOAM	1.2e-126	420.3	2.6.1.113		N/A	N/A	16	443	427	428
C0H435	Hypothetical							N/A	N/A				
P42093	Spore maturation protein CgeE	K06323	KOFam_prokaryote_KEGG	2.8e-125	413.8		cgeE	N/A	N/A	1	258	257	428
P42092	Spore maturation protein CgeD	K06322	KOFam_prokaryote_KEGG	5.9e-220	727.0		cgeD	N/A	N/A	1	425	424	428
P42091	Spore maturation protein CgeC	K06321	KOFam_prokaryote_KEGG	4.7e-57	186.9		cgeC	N/A	N/A	1	101	100	428
P42089	Spore maturation protein CgeA	K06319	KOFam_prokaryote_KEGG	4.4e-55	181.6		cgeA	N/A	N/A	6	133	127	428
P42090	Spore maturation protein CgeB	K06320	KOFam_prokaryote_KEGG	1.1e-59	198.8		cgeB	N/A	N/A	1	304	303	428
O34850	Hypothetical							N/A	N/A				
O32007	Hypothetical							N/A	N/A				
P54165	Hypothetical							N/A	N/A				
P54164	Ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase	K22316	KOFam_prokaryote_KEGG	1e-18	64.1	3.1.26.4 3.1.3.73	rhnA-cobC	N/A	N/A	71	205	134	428
C0H443	Hypothetical							N/A	N/A				
P54158	Methyltransferase	K16168	KOFam_prokaryote_KEGG	9.6e-71	235.3		bpsB, srsB	N/A	N/A	3	165	162	428
P54157	Alkylresorcinol/alkylpyrone synthase	K16167	KOFam_prokaryote_KEGG	1.5e-137	455.2		bpsA, srsA, pks11, pks10	N/A	N/A	2	363	361	428
P50841	Hypothetical							N/A	N/A				
C0H444	Hypothetical							N/A	N/A				
P50836	Hypothetical							N/A	N/A				
P50835	Hypothetical							N/A	N/A				
P50832	Hypothetical							N/A	N/A				
P39791	Hypothetical							N/A	N/A				
P54393	Hypothetical							N/A	N/A				
C0H445	Hypothetical							N/A	N/A				
P50742	Uncharacterized protein	K05739	KOFam_prokaryote_KEGG	6.7e-138	455.0		seaA	N/A	N/A	1	292	291	428
P50741	Hypothetical							N/A	N/A				
C0H446	Hypothetical							N/A	N/A				
P38492	Hypothetical							N/A	N/A				
O32012	Hypothetical							N/A	N/A				
O32013	Hypothetical							N/A	N/A				
P23630	lysA; diaminopimelate decarboxylase	K01586	KOFam_prokaryote_FOAM	1.6e-161	535.6	4.1.1.20		N/A	N/A	12	430	418	428
P38422	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	K07258	KOFam_prokaryote_FOAM	3.1e-119	395.9	3.4.16.4		N/A	N/A	1	380	379	428
P54540	MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase	K05606	KOFam_prokaryote_FOAM	5.8e-44	147.2	5.1.99.1		N/A	N/A	1	134	133	428
P54539	L,D-transpeptidase ErfK/SrfK	K16291	KOFam_prokaryote_KEGG	1.8e-40	136.0		erfK	N/A	N/A	28	153	125	428
P54528	Methylisocitrate lyase	K03417	KOFam_prokaryote_KEGG	6.6e-122	402.8	4.1.3.30	prpB	N/A	N/A	11	295	284	428
P49779	Hypothetical							N/A	N/A				
P54515	Hypothetical							N/A	N/A				
P54514	Hypothetical							N/A	N/A				
P54513	NTE family protein	K07001	KOFam_prokaryote_KEGG	4.2e-50	167.2			N/A	N/A	6	284	278	428
P54509	ATP-dependent helicase HepA	K03580	KOFam_prokaryote_KEGG	8.1e-102	172.9	3.6.4.-	hepA	N/A	N/A	254	512	258	428
P54508	Hypothetical							N/A	N/A				
O32019	Hypothetical							N/A	N/A				
O32020	Hypothetical							N/A	N/A				
P54492	Hypothetical							N/A	N/A				
P54487	yqgE; MFS transporter, YQGE family, putative transporter	K08222	KOFam_prokaryote_FOAM	3.1e-161	533.4			N/A	N/A	2	412	410	428
P54483	Hypothetical							N/A	N/A				
P54482	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	K03526	KOFam_prokaryote_KEGG	2.4e-162	537.6	1.17.7.1 1.17.7.3	gcpE, ispG	N/A	N/A	6	362	356	428
P54481	Hypothetical							N/A	N/A				
P54477	Hypothetical							N/A	N/A				
P54474	Hypothetical							N/A	N/A				
P54468	Hypothetical							N/A	N/A				
P38425	Hypothetical							N/A	N/A				
P22322	Spore protease	K06012	KOFam_prokaryote_KEGG	3.8e-144	476.2	3.4.24.78	gpr	N/A	N/A	9	367	358	428
P39696	Competence protein ComER	K02239	KOFam_prokaryote_KEGG	1.2e-127	421.2		comER	N/A	N/A	1	272	271	428
P54448	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	K00033	KOFam_prokaryote_FOAM	5.1e-100	332.2	1.1.1.44 1.1.1.343		N/A	N/A	2	272	270	428
P17867	Site-specific DNA recombinase	K06400	KOFam_prokaryote_KEGG	6.9e-100	332.2		spoIVCA	N/A	N/A	2	491	489	428
P45945	Hypothetical							N/A	N/A				
P45944	Uncharacterized protein	K09190	KOFam_prokaryote_KEGG	7.1e-93	308.4			N/A	N/A	4	244	240	428
P45912	Hypothetical							N/A	N/A				
P45911	Hypothetical							N/A	N/A				
C0H455	Hypothetical							N/A	N/A				
P54430	Hypothetical							N/A	N/A				
O08469	Pimeloyl-[acyl-carrier protein] synthase	K16593	KOFam_prokaryote_KEGG	4.1e-125	414.4	1.14.14.46	bioI, CYP107H	N/A	N/A	10	410	400	428
O06012	fdhA; glutathione-independent formaldehyde dehydrogenase	K00148	KOFam_prokaryote_FOAM	3e-98	324.2	1.2.1.46		N/A	N/A	1	378	377	428
O06011	Similar to spore coat protein	K06440	KOFam_prokaryote_KEGG	1.4e-28	95.3		yraG	N/A	N/A	2	64	62	428
O32030	Hypothetical							N/A	N/A				
O32031	Hypothetical							N/A	N/A				
O34472	Putative permease	K03548	KOFam_prokaryote_KEGG	2.2e-61	204.4		perM	N/A	N/A	16	346	330	428
O34677	ABC.PA.A; polar amino acid transport system ATP-binding protein	K02028	KOFam_prokaryote_FOAM	1.4e-140	466.1	7.4.2.1		N/A	N/A	1	241	240	428
O34563	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein	K10039	KOFam_prokaryote_FOAM	1.1e-114	378.9			N/A	N/A	2	266	264	428
O34671	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	K10040	KOFam_prokaryote_FOAM	2e-96	319.6			N/A	N/A	2	215	213	428
O34606	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	K10040	KOFam_prokaryote_FOAM	1.5e-88	293.7			N/A	N/A	10	217	207	428
C0H461	Hypothetical							N/A	N/A				
C0H462	Hypothetical							N/A	N/A				
O34402	Hypothetical							N/A	N/A				
O32040	Hypothetical							N/A	N/A				
O32050	Hypothetical							N/A	N/A				
O32051	Hypothetical							N/A	N/A				
O05390	yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein	K08221	KOFam_prokaryote_FOAM	2.8e-22	75.0			N/A	N/A	26	406	380	428
O32060	Alanine or glycine:cation symporter, AGCS family	K03310	KOFam_prokaryote_KEGG	6.5e-174	576.1		TC.AGCS	N/A	N/A	2	479	477	428
P37964	Hypothetical							N/A	N/A				
P42425	ATP-dependent Lon protease	K04076	KOFam_prokaryote_KEGG	2.6e-167	478.4	3.4.21.53	lonB	N/A	N/A	126	540	414	428
P94563	Hypothetical							N/A	N/A				
P06569	Hypothetical							N/A	N/A				
P23545	resE; two-component system, OmpR family, sensor histidine kinase ResE	K07651	KOFam_prokaryote_FOAM	4.2e-123	408.6	2.7.13.3		N/A	N/A	6	577	571	428
P13792	Two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	K07658	KOFam_prokaryote_KEGG	9.1e-111	366.8		phoB1, phoP	N/A	N/A	1	235	234	428
O34811	Hypothetical							N/A	N/A				
O34991	Putative permease	K03548	KOFam_prokaryote_KEGG	8.4e-34	113.8		perM	N/A	N/A	16	356	340	428
O34460	Hypothetical							N/A	N/A				
O34917	Hypothetical							N/A	N/A				
O34970	TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity	K23777	KOFam_prokaryote_KEGG	1.1e-26	91.5		cecR	N/A	N/A	4	146	142	428
O32066	Hypothetical							N/A	N/A				
O34371	wlbA, bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase	K13020	KOFam_prokaryote_FOAM	1.2e-39	112.9	1.1.1.335		N/A	N/A	29	211	182	428
O34881	Hypothetical							N/A	N/A				
O34712	GntR family transcriptional regulator	K07979	KOFam_prokaryote_KEGG	2.2e-54	180.1		ytrA	N/A	N/A	1	128	127	428
O32073	Hypothetical							N/A	N/A				
C0SP84	ABC.SN.S; NitT/TauT family transport system substrate-binding protein	K02051	KOFam_prokaryote_FOAM	4.1e-52	174.8			N/A	N/A	7	329	322	428
O34314	ABC.SN.A; NitT/TauT family transport system ATP-binding protein	K02049	KOFam_prokaryote_FOAM	2.8e-91	303.7			N/A	N/A	3	252	249	428
O34649	Sulfonate transport system permease protein	K15554	KOFam_prokaryote_KEGG	6.5e-63	209.7		ssuC	N/A	N/A	31	267	236	428
O35013	Hypothetical							N/A	N/A				
O34883	Hypothetical							N/A	N/A				
C0H3Q2	Hypothetical							N/A	N/A				
P42408	DnaK suppressor protein	K06204	KOFam_prokaryote_KEGG	1.5e-27	94.0		dksA	N/A	N/A	3	190	187	428
P42407	Glucose-1-phosphate thymidylyltransferase	K00973	KOFam_prokaryote_KEGG	1.7e-42	141.6	2.7.7.24	rfbA, rmlA, rffH	N/A	N/A	4	261	257	428
O34862	UGDH, ugd; UDPglucose 6-dehydrogenase	K00012	KOFam_prokaryote_FOAM	8.7e-158	523.0	1.1.1.22		N/A	N/A	1	427	426	428
O34886	GAE, cap1J; UDP-glucuronate 4-epimerase	K08679	KOFam_prokaryote_FOAM	5.2e-103	342.1	5.1.3.6		N/A	N/A	1	308	307	428
O34413	Spore coat protein SA	K06338	KOFam_prokaryote_KEGG	6.7e-136	450.0		cotSA	N/A	N/A	1	381	380	428
P46916	Hypothetical							N/A	N/A				
P39123	PYG, glgP; glycogen phosphorylase	K00688	KOFam_prokaryote_FOAM	0.0	1069.6	2.4.1.1		N/A	N/A	8	796	788	428
P39125	glgA; starch synthase	K00703	KOFam_prokaryote_FOAM	5.7e-187	619.5	2.4.1.21		N/A	N/A	1	475	474	428
P39124	glgC; glucose-1-phosphate adenylyltransferase	K00975	KOFam_prokaryote_FOAM	5.3e-71	134.5	2.7.7.27		N/A	N/A	157	334	177	428
P39122	glgC; glucose-1-phosphate adenylyltransferase	K00975	KOFam_prokaryote_FOAM	1.3e-146	485.6	2.7.7.27		N/A	N/A	3	370	367	428
P39118	GBE1, glgB; 1,4-alpha-glucan branching enzyme	K00700	KOFam_prokaryote_FOAM	6.7e-265	878.1	2.4.1.18		N/A	N/A	9	618	609	428
