From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
BSU15270	P28265	reviewed	SBP_BACSU	Small basic protein	sbp BSU15270	Bacillus subtilis (strain 168)	121		10.1128/jb.170.10.4855-4864.1988; 10.1038/36786; 10.1016/0022-2836(92)90463-t	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF06947;		IPR009709;		Sbp family		bsu:BSU15270;				plasma membrane [GO:0005886]	86873964;936141;
BSU03390	P42401	reviewed	YCKC_BACSU	Uncharacterized protein YckC (ORF3)	yckC BSU03390	Bacillus subtilis (strain 168)	151		10.1099/13500872-142-11-3047; 10.1038/36786; 10.1099/13500872-141-2-277	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF06271;		IPR051791;IPR010432;			PTHR36115:SF9;PTHR36115;	bsu:BSU03390;				plasma membrane [GO:0005886]	938315;
BSU07310	O31542	reviewed	YFND_BACSU	Uncharacterized protein YfnD	yfnD BSU07310	Bacillus subtilis (strain 168)	311		10.1099/00221287-143-4-1317; 10.1038/36786	1.0	Reference proteome	KW-1185			IPR029044;				bsu:BSU07310;					936096;
BSU15360	O31725	reviewed	YLMC_BACSU	Probable sporulation protein YlmC	ylmC BSU15360	Bacillus subtilis (strain 168)	81		10.1038/36786; 10.1128/jb.02110-12	2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF05239;		IPR027275;IPR011033;IPR014238;	TIGR02888;	YlmC/YmxH family	PTHR40061;PTHR40061:SF1;	bsu:BSU15360;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	86873955;939682;
BSU22290	Q7WY65	reviewed	SSPM_BACSU	Small, acid-soluble spore protein M (SASP M)	sspM BSU22290	Bacillus subtilis (strain 168)	34		10.1038/36786; 10.1128/jb.180.24.6704-6712.1998; 10.1016/s0378-1119(00)00125-6	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749			IPR048194;	NF041478;			bsu:BSU22290;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	2914288;86873232;
BSU26980	O06011	reviewed	YRAE_BACSU	Uncharacterized protein YraE	yraE BSU26980	Bacillus subtilis (strain 168)	65		10.1099/00221287-143-4-1321; 10.1038/36786	1.0	Reference proteome	KW-1185			IPR012851;			PTHR39183;PTHR39183:SF1;	bsu:BSU26980;					938108;
BSU19640	O30472	reviewed	YODL_BACSU	Uncharacterized protein YodL	yodL yokX BSU19640	Bacillus subtilis (strain 168)	104		10.1093/dnares/5.3.195; 10.1038/36786	1.0	Reference proteome	KW-1185	PF14191;		IPR025923;				bsu:BSU19640;					940030;
BSU18239	C0H419	reviewed	BLAP_BACSU	Biotin/lipoyl attachment protein (BLAP)	yngHB BSU18239	Bacillus subtilis (strain 168)	73		10.1073/pnas.96.23.13294; 10.1038/36786; 10.1074/jbc.m602660200	3.0	3D-structure;Biotin;Lipoyl;Reference proteome	KW-0002; KW-0092; KW-0450; KW-1185	PF00364;	cd06850;	IPR050709;IPR000089;IPR011053;			PTHR45266;PTHR45266:SF3;	bsu:BSU18239;					8303012;
BSU19690	O34676	reviewed	KAMA_BACSU	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.2) (KAM)	kamA BSU19690	Bacillus subtilis (strain 168)	471		10.1093/dnares/5.3.195; 10.1038/36786; 10.1042/bj3480539; 10.1021/bi002265w; 10.1007/s00253-011-3301-8	5.0	4Fe-4S;Direct protein sequencing;Iron;Iron-sulfur;Isomerase;Metal-binding;Pyridoxal phosphate;Reference proteome;S-adenosyl-L-methionine	KW-0004; KW-0903; KW-0408; KW-0411; KW-0413; KW-0479; KW-0663; KW-1185; KW-0949	PF12544;PF04055;	cd01335;	IPR013785;IPR025895;IPR003739;IPR022459;IPR007197;	TIGR00238;TIGR03820;	Radical SAM superfamily, KamA family	PTHR30538:SF1;PTHR30538;	bsu:BSU19690;			L-lysine catabolic process to acetate [GO:0019475]	4 iron, 4 sulfur cluster binding [GO:0051539]; L-lysine 2,3-aminomutase activity [GO:0050066]; metal ion binding [GO:0046872]; L-lysine catabolic process to acetate [GO:0019475]	940040;
BSU18210	O31825	reviewed	YNGE_BACSU	Uncharacterized carboxylase YngE (EC 6.4.1.-)	yngE BSU18210	Bacillus subtilis (strain 168)	511		10.1038/36786; 10.1099/mic.0.027839-0; 10.1099/00221287-143-11-3443	2.0	ATP-binding;Ligase;Nucleotide-binding;Reference proteome	KW-0067; KW-0436; KW-0547; KW-1185	PF01039;		IPR034733;IPR029045;IPR011763;IPR011762;IPR045190;		AccD/PCCB family	PTHR22855;PTHR22855:SF13;	bsu:BSU18210;			L-leucine catabolic process [GO:0006552]	methylcrotonoyl-CoA carboxylase complex [GO:1905202]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; L-leucine catabolic process [GO:0006552]	939528;
BSU37910	P39621	reviewed	SPSA_BACSU	Spore coat polysaccharide biosynthesis protein SpsA	spsA BSU37910 ipa-63d	Bacillus subtilis (strain 168)	256		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1107/s0907444998013006; 10.1021/bi990270y; 10.1006/jmbi.2001.5159	3.0	3D-structure;Disulfide bond;Glycosyltransferase;Reference proteome;Transferase	KW-0002; KW-1015; KW-0328; KW-1185; KW-0808	PF00535;	cd00761;	IPR001173;IPR050834;IPR029044;		Glycosyltransferase 2 family	PTHR43685;PTHR43685:SF2;	bsu:BSU37910;		GT2;		glycosyltransferase activity [GO:0016757]	937253;
BSU19270	O31846	reviewed	YOZN_BACSU	Uncharacterized protein YozN	yozN BSU19270	Bacillus subtilis (strain 168)	87		10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU19270;					86873543;939679;
BSU17770	O31810	reviewed	YNDF_BACSU	Spore germination protein YndF	yndF BSU17770	Bacillus subtilis (strain 168)	404		10.1038/36786; 10.1128/jb.182.9.2513-2519.2000	2.0	Cell membrane;Germination;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	KW-1003; KW-0309; KW-0449; KW-0472; KW-0564; KW-1185; KW-0732	PF05504;		IPR008844;IPR046953;IPR038501;	TIGR02887;	GerABKC lipoprotein family	PTHR35789;PTHR35789:SF1;	bsu:BSU17770;			spore germination [GO:0009847]	plasma membrane [GO:0005886]; spore germination [GO:0009847]	939547;
BSU15310	P13801	reviewed	SP2G_BACSU	Sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)	spoIIGA BSU15310	Bacillus subtilis (strain 168)	309		10.1016/0092-8674(88)90407-2; 10.1093/nar/18.3.657; 10.1038/36786; 10.1128/jb.173.24.7821-7827.1991; 10.1128/jb.176.24.7763-7766.1994; 10.1016/0092-8674(95)90163-9; 10.1128/jb.180.9.2426-2433.1998; 10.1046/j.1365-2958.1998.00849.x; 10.1074/jbc.m708962200; 10.1093/jb/mvr027	5.0	Aspartyl protease;Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0064; KW-1003; KW-0378; KW-0472; KW-0645; KW-1185; KW-0749; KW-0812; KW-1133	PF03419;		IPR005081;	TIGR02854;	Peptidase U4 family		bsu:BSU15310;	A36.001;		asexual sporulation [GO:0030436]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; peptidase activity [GO:0008233]; asexual sporulation [GO:0030436]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	939984;
BSU37860	P39626	reviewed	SPSF_BACSU	Spore coat polysaccharide biosynthesis protein SpsF	spsF BSU37860 ipa-68d	Bacillus subtilis (strain 168)	240		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185	PF02348;	cd02518;	IPR003329;IPR029044;		CMP-NeuNAc synthase family	PTHR42866;PTHR42866:SF1;	bsu:BSU37860;				cytosol [GO:0005829]	937232;
BSU24170	P45855	reviewed	THL_BACSU	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	mmgA yqiL BSU24170	Bacillus subtilis (strain 168)	393		10.1128/jb.178.16.4778-4786.1996; 10.1099/13500872-142-11-3103; 10.1038/36786	3.0	3D-structure;Acyltransferase;Cytoplasm;Reference proteome;Sporulation;Transferase	KW-0002; KW-0012; KW-0963; KW-1185; KW-0749; KW-0808	PF02803;PF00108;	cd00751;	IPR002155;IPR016039;IPR020615;IPR020610;IPR020617;IPR020613;IPR020616;	TIGR01930;	Thiolase-like superfamily, Thiolase family	PTHR18919:SF107;PTHR18919;	bsu:BSU24170;			sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; sporulation resulting in formation of a cellular spore [GO:0030435]	938662;
BSU02250	O31451	reviewed	YBFJ_BACSU	Uncharacterized protein YbfJ	ybfJ BSU02250	Bacillus subtilis (strain 168)	132		10.1038/36786	1.0	Reference proteome	KW-1185	PF10794;		IPR019730;IPR013783;				bsu:BSU02250;					938435;
BSU24590	P54508	reviewed	YQHG_BACSU	Uncharacterized protein YqhG	yqhG BSU24590	Bacillus subtilis (strain 168)	264		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11079;		IPR024562;				bsu:BSU24590;					938541;
BSU41030	Q01620	reviewed	KHPB_BACSU	RNA-binding protein KhpB (RNA-binding protein EloR)	khpB eloR jag BSU41030	Bacillus subtilis (strain 168)	208		10.1099/00221287-138-12-2609; 10.1111/j.1365-2958.1992.tb01510.x; 10.1093/dnares/1.1.1; 10.1038/36786	3.0	Cell shape;Cell wall biogenesis/degradation;Chaperone;Cytoplasm;Reference proteome;RNA-binding	KW-0133; KW-0961; KW-0143; KW-0963; KW-1185; KW-0694	PF14804;PF13083;PF01424;	cd02414;cd02644;	IPR038008;IPR038247;IPR004087;IPR015946;IPR039247;IPR032782;IPR001374;IPR036867;IPR034079;	NF041568;	KhpB RNA-binding protein family	PTHR35800;PTHR35800:SF1;	bsu:BSU41030;			cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	937933;
BSU19320	Q796C3	reviewed	SQHC_BACSU	Sporulenol synthase (EC 4.2.1.137) (Tetraprenyl-beta-curcumene cyclase)	sqhC BSU19320	Bacillus subtilis (strain 168)	632		10.1038/36786; 10.1101/gad.1945010; 10.1021/ja203779h	4.0	Cell membrane;Lyase;Membrane;Reference proteome;Repeat	KW-1003; KW-0456; KW-0472; KW-1185; KW-0677	PF13243;PF13249;	cd02892;	IPR032696;IPR032697;IPR018333;IPR008930;	TIGR01787;	Terpene cyclase/mutase family	PTHR11764:SF20;PTHR11764;	bsu:BSU19320;			triterpenoid biosynthetic process [GO:0016104]	lipid droplet [GO:0005811]; plasma membrane [GO:0005886]; intramolecular transferase activity [GO:0016866]; lyase activity [GO:0016829]; triterpenoid biosynthetic process [GO:0016104]	939443;
BSU13510	O31659	reviewed	YKZE_BACSU	Uncharacterized protein YkzE	ykzE BSU13510	Bacillus subtilis (strain 168)	58		10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU13510;					939354;
BSU13350	C0SPB9	reviewed	YKON_BACSU	Uncharacterized glycosyltransferase YkoN (EC 2.4.-.-)	ykoN BSU13350	Bacillus subtilis (strain 168)	373		10.1038/36786; 10.1099/mic.0.027839-0	2.0	Glycosyltransferase;Reference proteome;Transferase	KW-0328; KW-1185; KW-0808	PF06925;		IPR009695;IPR050519;		Glycosyltransferase 28 family	PTHR43025;PTHR43025:SF3;	bsu:BSU13350;		GT28;	glycolipid biosynthetic process [GO:0009247]	membrane [GO:0016020]; hexosyltransferase activity [GO:0016758]; glycolipid biosynthetic process [GO:0009247]	939390;
BSU08660	P07784	reviewed	SSPE_BACSU	Small, acid-soluble spore protein gamma-type (SASP)	sspE BSU08660	Bacillus subtilis (strain 168)	84		10.1128/jb.169.5.1985-1992.1987; 10.1099/00221287-143-6-1855; 10.1093/dnares/3.4.257; 10.1038/36786; 10.1099/13500872-145-8-2171	3.0	Reference proteome;Repeat;Sporulation	KW-1185; KW-0677; KW-0749	PF04259;		IPR006341;	TIGR01442;	Gamma-type SASP family		bsu:BSU08660;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939716;
BSU37880	P39624	reviewed	SPSD_BACSU	Spore coat polysaccharide biosynthesis protein SpsD (EC 2.3.1.-)	spsD BSU37880 ipa-66d	Bacillus subtilis (strain 168)	289		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786	2.0	Acyltransferase;Reference proteome;Transferase	KW-0012; KW-1185; KW-0808	PF00583;	cd04301;	IPR016181;IPR000182;IPR050276;			PTHR43617;PTHR43617:SF33;	bsu:BSU37880;				acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	937250;
BSU40270	Q45606	reviewed	YYCP_BACSU	Uncharacterized protein YycP	yycP BSU40270	Bacillus subtilis (strain 168)	387		10.1093/dnares/4.2.155; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome;Signal	KW-1185; KW-0732			IPR011047;IPR015943;				bsu:BSU40270;					937764;
BSU30620	O34649	reviewed	YTLD_BACSU	Uncharacterized ABC transporter permease protein YtlD	ytlD BSU30620	Bacillus subtilis (strain 168)	270		10.1099/00221287-143-11-3431; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF00528;	cd06261;	IPR000515;IPR035906;		Binding-protein-dependent transport system permease family	PTHR30151:SF19;PTHR30151;	bsu:BSU30620;			transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	937097;
BSU09750	P04832	reviewed	SSPB_BACSU	Small, acid-soluble spore protein B (SASP)	sspB BSU09750	Bacillus subtilis (strain 168)	67		10.1128/jb.166.2.417-425.1986; 10.1099/00221287-144-4-859; 10.1038/36786	2.0	DNA-binding;Reference proteome;Sporulation	KW-0238; KW-1185; KW-0749	PF00269;		IPR001448;IPR018126;IPR050847;IPR038300;		Alpha/beta-type SASP family	PTHR36107;PTHR36107:SF1;	bsu:BSU09750;			DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	double-stranded DNA binding [GO:0003690]; DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	76977462;939281;
BSU23940	P54539	reviewed	YQJB_BACSU	Putative L,D-transpeptidase YqjB (EC 2.-.-.-)	yqjB BSU23940	Bacillus subtilis (strain 168)	176		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Peptidoglycan synthesis;Reference proteome;Signal;Transferase	KW-0133; KW-0961; KW-0328; KW-0378; KW-0573; KW-1185; KW-0732; KW-0808	PF03734;	cd16913;	IPR050979;IPR005490;IPR038063;		YkuD family	PTHR30582;PTHR30582:SF4;	bsu:BSU23940;			cell wall organization [GO:0071555]; peptidoglycan-protein cross-linking [GO:0018104]; regulation of cell shape [GO:0008360]	glycosyltransferase activity [GO:0016757]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; cell wall organization [GO:0071555]; peptidoglycan-protein cross-linking [GO:0018104]; regulation of cell shape [GO:0008360]	938684;
BSU00880	P37573	reviewed	DISA_BACSU	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (DNA integrity scanning protein A) (Diadenylate cyclase) (DAC) (EC 2.7.7.85)	disA comY orf6 yacK BSU00880	Bacillus subtilis (strain 168)	360		10.1093/dnares/1.1.1; 10.1038/36786; 10.1099/00221287-143-4-1309; 10.1016/j.cell.2006.03.039; 10.1128/jb.00130-07; 10.1016/j.molcel.2008.02.020; 10.1038/embor.2011.77; 10.1111/j.1365-2958.2011.07953.x; 10.1074/jbc.m112.395491; 10.1074/jbc.m113.464883; 10.1016/j.dnarep.2014.12.007; 10.1128/jb.00564-15; 10.3390/cells10061357	5.0	ATP-binding;Cytoplasm;DNA damage;DNA repair;DNA-binding;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0963; KW-0227; KW-0234; KW-0238; KW-0460; KW-0547; KW-0548; KW-1185; KW-0808	PF02457;PF10635;		IPR050338;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;		DisA family	PTHR34185;PTHR34185:SF3;	bsu:BSU00880;			DNA repair [GO:0006281]	cytoplasm [GO:0005737]; adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408]; four-way junction DNA binding [GO:0000400]; DNA repair [GO:0006281]	936868;
BSU14960	O34586	reviewed	YLBC_BACSU	Uncharacterized membrane protein YlbC	ylbC BSU14960	Bacillus subtilis (strain 168)	346		10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF00188;PF14504;	cd05379;	IPR029410;IPR014044;IPR035940;			PTHR31157;PTHR31157:SF26;	bsu:BSU14960;				plasma membrane [GO:0005886]	937363;
BSU24120	P54528	reviewed	MMGF_BACSU	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.-)	mmgF prpB yqiQ BSU24120	Bacillus subtilis (strain 168)	301		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1021/acs.biochem.7b00778	3.0	Lyase;Magnesium;Metal-binding;Reference proteome	KW-0456; KW-0460; KW-0479; KW-1185	PF13714;	cd00377;	IPR039556;IPR018523;IPR012695;IPR015813;IPR040442;	TIGR02317;	Isocitrate lyase/PEP mutase superfamily, Methylisocitrate lyase family	PTHR42905:SF5;PTHR42905;	bsu:BSU24120;			propionate catabolic process, 2-methylcitrate cycle [GO:0019629]	metal ion binding [GO:0046872]; methylisocitrate lyase activity [GO:0046421]; propionate catabolic process, 2-methylcitrate cycle [GO:0019629]	938668;
BSU36190	P96722	reviewed	YWQJ_BACSU	Toxin YwqJ	ywqJ BSU36190	Bacillus subtilis (strain 168)	602	O31501	10.1099/00221287-143-10-3313; 10.1038/36786; 10.1016/j.febslet.2011.12.020; 10.1371/journal.pgen.1009682	3.0	Coiled coil;Reference proteome;Secreted	KW-0175; KW-1185; KW-0964	PF04740;PF14449;PF14431;		IPR051768;IPR006829;IPR027797;IPR025968;		LXG family	PTHR34976;PTHR34976:SF2;	bsu:BSU36190;				extracellular region [GO:0005576]	936885;
BSU26960	O07949	reviewed	YRAF_BACSU	Spore coat protein F-like protein YraF	yraF BSU26960	Bacillus subtilis (strain 168)	122		10.1099/00221287-143-4-1321; 10.1099/00221287-143-9-2939; 10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF07875;		IPR012347;IPR012851;		CotF family	PTHR39183;PTHR39183:SF1;	bsu:BSU26960;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	937606;
BSU25770	P17867	reviewed	CISA_BACSU	Putative DNA recombinase (Stage IV sporulation protein CA)	cisA spoIVCA BSU25770	Bacillus subtilis (strain 168)	500		10.1128/jb.172.2.1092-1098.1990; 10.1099/13500872-141-2-323; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	3.0	Coiled coil;DNA integration;DNA recombination;DNA-binding;Reference proteome	KW-0175; KW-0229; KW-0233; KW-0238; KW-1185	PF07508;PF00239;PF13408;	cd00338;	IPR038109;IPR011109;IPR006118;IPR006119;IPR036162;IPR050639;IPR025827;		Site-specific recombinase resolvase family	PTHR30461:SF23;PTHR30461;	bsu:BSU25770;			DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	937799;
BSU06280	O34592	reviewed	YDJP_BACSU	AB hydrolase superfamily protein YdjP (EC 3.-.-.-)	ydjP BSU06280	Bacillus subtilis (strain 168)	271		10.1093/dnares/4.5.335; 10.1038/36786; 10.1046/j.1365-2958.1999.01180.x	2.0	Hydrolase;Reference proteome	KW-0378; KW-1185	PF12697;		IPR000073;IPR029058;IPR050266;		AB hydrolase superfamily	PTHR43798:SF31;PTHR43798;	bsu:BSU06280;				membrane [GO:0016020]; hydrolase activity [GO:0016787]	936035;
BSU36550	P71044	reviewed	SP2Q_BACSU	Stage II sporulation protein Q	spoIIQ ywnI BSU36550	Bacillus subtilis (strain 168)	283	P49785	10.1128/jb.179.10.3371-3373.1997; 10.1038/36786; 10.1046/j.1365-2958.1997.3181680.x; 10.1128/jb.182.10.2919-2927.2000; 10.1038/sj.emboj.7600171; 10.1101/gad.1252704; 10.1016/j.cell.2005.02.032; 10.1111/j.1365-2958.2005.04501.x; 10.1111/j.1365-2958.2005.04811.x; 10.1016/j.cell.2006.06.053; 10.1111/j.1365-2958.2007.05887.x; 10.1074/jbc.m708024200; 10.1111/j.1365-2958.2008.06289.x; 10.1073/pnas.0806301105	3.0	3D-structure;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0002; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF01551;	cd12797;	IPR050570;IPR011055;IPR016047;			PTHR21666;PTHR21666:SF291;	bsu:BSU36550;			sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]; membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; sporulation resulting in formation of a cellular spore [GO:0030435]	936951;
BSU22520	P54393	reviewed	YPJB_BACSU	Uncharacterized protein YpjB	ypjB BSU22520	Bacillus subtilis (strain 168)	264		10.1099/13500872-142-8-2005; 10.1038/36786	1.0	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0732; KW-0812; KW-1133	PF09577;		IPR014231;	TIGR02878;			bsu:BSU22520;				membrane [GO:0016020]	939020;
