Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID
Q99027	reviewed	COMP_BACSU	Sensor histidine kinase ComP (EC 2.7.13.3)	comP BSU31690	Bacillus subtilis (strain 168)	769		10.1101/gad.4.5.860; 10.1099/00221287-143-8-2769; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.173.18.5685-5693.1991; 10.1128/jb.183.2.451-460.2001; 10.1111/j.1365-2958.2005.04749.x		3.0	ATP-binding;Cell membrane;Competence;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0067; KW-1003; KW-0178; KW-0418; KW-0472; KW-0547; KW-0597; KW-1185; KW-0749; KW-0808; KW-0812; KW-1133; KW-0902
O32321	reviewed	C20AA_BACUF	Pesticidal crystal protein Cry20Aa (86 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXA(a))	cry20Aa cryXXA(a)	Bacillus thuringiensis subsp. fukuokaensis	753		10.1128/aem.63.12.4664-4670.1997		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q9ZIU5	reviewed	C11BB_BACTV	Pesticidal crystal protein Cry11Bb (84 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIB(b))	cry11Bb cryXIB(b)	Bacillus thuringiensis subsp. medellin	750		10.1016/s0167-4838(98)00168-x		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
O31661	reviewed	KINE_BACSU	Sporulation kinase E (EC 2.7.13.3) (Sensor histidine kinase E)	kinE ykrQ BSU13530	Bacillus subtilis (strain 168)	738		10.1038/36786; 10.1046/j.1365-2958.2000.02148.x; 10.1046/j.1365-2958.2001.02709.x		3.0	ATP-binding;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Sporulation;Transferase;Two-component regulatory system	KW-0067; KW-0418; KW-0547; KW-0597; KW-1185; KW-0677; KW-0749; KW-0808; KW-0902
Q45730	reviewed	C11BA_BACTJ	Pesticidal crystal protein Cry11Ba (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIB(a))	cry11Ba cry11B cryXIB(a)	Bacillus thuringiensis subsp. jegathesan	724		10.1128/aem.61.12.4230-4235.1995		3.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843
P56957	reviewed	C22AA_BACTU	Pesticidal crystal protein Cry22Aa (79 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXIIA(a))	cry22Aa cryXXIIA(a)	Bacillus thuringiensis	722				2.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
O87404	reviewed	CR1IC_BACTU	Pesticidal crystal protein Cry1Ic (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(c))	cry1Ic cryII(c)	Bacillus thuringiensis	719				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q45709	reviewed	CR1IB_BACTE	Pesticidal crystal protein Cry1Ib (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(b))	cry1Ib cryII(b) cryV cryV465	Bacillus thuringiensis subsp. entomocidus	719		10.1128/aem.61.6.2402-2407.1995		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q45752	reviewed	CR1IA_BACTK	Pesticidal crystal protein Cry1Ia (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(a))	cry1Ia CGCryV cryII(a) cryV cryV1	Bacillus thuringiensis subsp. kurstaki	719		10.1128/aem.59.5.1683-1687.1993; 10.1111/j.1365-2958.1992.tb01560.x; 10.1128/aem.61.6.2402-2407.1995; 10.1128/jb.178.7.2141-2144.1996		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q9XDL1	reviewed	CR1ID_BACTU	Pesticidal crystal protein Cry1Id (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(d))	cry1Id cryII(d) NRcryV	Bacillus thuringiensis	719		10.1007/s002840010093		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q07868	reviewed	PBP2B_BACSU	Penicillin-binding protein 2B (PBP-2B) (EC 3.4.16.4) (Penicillin-binding protein B) (Penicillin-sensitive peptidoglycan D,D-transpeptidase)	pbpB BSU15160	Bacillus subtilis (strain 168)	713	P16655	10.1128/jb.175.23.7604-7616.1993; 10.1128/jb.178.8.2343-2350.1996; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1016/s0022-2836(05)80027-0; 10.1128/jb.165.2.498-503.1986; 10.1128/jb.01031-06; 10.1111/mmi.13765		5.0	Antibiotic resistance;Carboxypeptidase;Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Repeat;Sporulation;Transmembrane;Transmembrane helix	KW-0046; KW-0121; KW-0131; KW-0132; KW-1003; KW-0133; KW-0961; KW-0378; KW-0472; KW-0573; KW-0645; KW-1185; KW-0677; KW-0749; KW-0812; KW-1133
P17531	reviewed	RPOD_MYXXA	RNA polymerase sigma factor RpoD (Sigma-80)	rpoD asgC sigA	Myxococcus xanthus	708		10.1128/jb.172.1.80-85.1990; 10.1111/j.1365-2958.1995.18050943.x		3.0	Cytoplasm;DNA-binding;Fruiting body;Sigma factor;Sporulation;Transcription;Transcription regulation	KW-0963; KW-0238; KW-0293; KW-0731; KW-0749; KW-0804; KW-0805
Q45358	reviewed	C18AA_PAEPP	Parasporal crystal protein Cry18Aa (79 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIA(a))	cry18Aa cryBP1 cryXVIIIA(a)	Paenibacillus popilliae (Bacillus popilliae)	706		10.1128/jb.179.13.4336-4341.1997		3.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843
P57092	reviewed	C18CA_PAEPP	Parasporal crystal protein Cry18Ca (78 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIC(a))	cry18Ca cryXVIIIC(a)	Paenibacillus popilliae (Bacillus popilliae)	695				2.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
P42234	reviewed	CATE_BACSU	Catalase-2 (EC 1.11.1.6)	katE katB BSU39050 N15D	Bacillus subtilis (strain 168)	686		10.1099/13500872-142-11-3113; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.177.19.5598-5605.1995		4.0	Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome;Sporulation	KW-0349; KW-0376; KW-0408; KW-0479; KW-0560; KW-0575; KW-1185; KW-0749
O86170	reviewed	C19BA_BACUH	Pesticidal crystal protein Cry19Ba (78 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIXB(a))	cry19Ba cryXIXB(a)	Bacillus thuringiensis subsp. higo	682		10.1016/s0723-2020(98)80022-2		3.0	Plasmid;Sporulation;Toxin;Virulence	KW-0614; KW-0749; KW-0800; KW-0843
O87906	reviewed	C25AA_BACTJ	Pesticidal crystal protein Cry25Aa (76 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVA(a)) (Insecticidal protein Jeg74)	cry25Aa cryXXVA(a)	Bacillus thuringiensis subsp. jegathesan	675				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
P09662	reviewed	C10AA_BACTI	Pesticidal crystal protein Cry10Aa (78 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXA(a))	cry10Aa cryIVc cryXA(a)	Bacillus thuringiensis subsp. israelensis	675		10.1128/jb.166.3.801-811.1986		3.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843
P57091	reviewed	C18BA_PAEPP	Parasporal crystal protein Cry18Ba (76 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIB(a))	cry18Ba cryXVIIIB(a)	Paenibacillus popilliae (Bacillus popilliae)	675				2.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
O87905	reviewed	C24AA_BACTJ	Pesticidal crystal protein Cry24Aa (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryXXIVA(a)) (Insecticidal protein Jeg72)	cry24Aa cryXXIVA(a)	Bacillus thuringiensis subsp. jegathesan	674				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
P17969	reviewed	CR3BA_BACTO	Pesticidal crystal protein Cry3Ba (75 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIB(a))	cry3Ba cryIIIb cryIIIB(a)	Bacillus thuringiensis subsp. tolworthi	659		10.1093/nar/18.5.1305		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
P37484	reviewed	GDPP_BACSU	Cyclic-di-AMP phosphodiesterase GdpP (c-di-AMP phosphodiesterase YybT) (EC 3.1.4.59) (Cyclic-di-AMP hydrolase GdpP) (Cyclic-di-AMP phosphodiesterase YybT)	gdpP yybT BSU40510	Bacillus subtilis (strain 168)	659		10.1093/dnares/1.1.1; 10.1038/36786; 10.1074/jbc.m109.040238; 10.1128/jb.01364-10; 10.1038/embor.2011.77; 10.1111/j.1365-2958.2011.07953.x; 10.1099/mic.0.062174-0; 10.1016/j.dnarep.2014.12.007; 10.1128/jb.00564-15		5.0	Cell membrane;Heme;Hydrolase;Iron;Manganese;Membrane;Metal-binding;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0349; KW-0378; KW-0408; KW-0464; KW-0472; KW-0479; KW-1185; KW-0749; KW-0812; KW-1133
Q06117	reviewed	CR3BB_BACTU	Pesticidal crystal protein Cry3Bb (74 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIB(b))	cry3Bb cryIIIB(b) cryIIIb2	Bacillus thuringiensis	652		10.1128/aem.58.12.3921-3927.1992		4.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843
Q45744	reviewed	CR3CA_BACTK	Pesticidal crystal protein Cry3Ca (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIC(a))	cry3Ca cryIIIC(a) cryIIId	Bacillus thuringiensis subsp. kurstaki	649		10.1016/0378-1119(92)90457-z		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
O32307	reviewed	C19AA_BACTJ	Pesticidal crystal protein Cry19Aa (75 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIXA(a))	cry19Aa cryXIXA(a)	Bacillus thuringiensis subsp. jegathesan	648		10.1128/aem.63.11.4449-4455.1997		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q03524	reviewed	SP5D_BACSU	Stage V sporulation protein D (EC 3.4.16.4) (Sporulation-specific penicillin-binding protein)	spoVD BSU15170	Bacillus subtilis (strain 168)	646		10.1016/s0022-2836(05)80027-0; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.175.23.7604-7616.1993; 10.1099/00221287-139-2-361; 10.1128/jb.178.8.2343-2350.1996		4.0	Carboxypeptidase;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Sporulation	KW-0121; KW-1003; KW-0133; KW-0961; KW-0378; KW-0472; KW-0573; KW-0645; KW-1185; KW-0749
P0A379	reviewed	CR3AA_BACTT	Pesticidal crystal protein Cry3Aa (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIA(a))	cry3Aa bt13 cry3A cryC cryIIIa cryIIIA(a)	Bacillus thuringiensis subsp. tenebrionis	644		10.1093/nar/15.17.7183; 10.1073/pnas.84.20.7036; 10.1111/j.1365-2958.1994.tb01298.x; 10.1038/353815a0		3.0	3D-structure;Genetically modified food;Sporulation;Toxin;Virulence	KW-0002; KW-0308; KW-0749; KW-0800; KW-0843
P0A380	reviewed	CR3AA_BACTM	Pesticidal crystal protein Cry3Aa (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIA(a))	cry3Aa bt13 cry3A cryC cryIIIa cryIIIA(a)	Bacillus thuringiensis subsp. morrisoni	644		10.1007/bf00330468		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
P0A381	reviewed	CR3AA_BACTD	Pesticidal crystal protein Cry3Aa (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIA(a))	cry3Aa bt13 cry3A cryC cryIIIa cryIIIA(a)	Bacillus thuringiensis subsp. san diego	644		10.1016/0378-1119(87)90174-0		3.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843
P21256	reviewed	C11AA_BACTI	Pesticidal crystal protein Cry11Aa (72 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIA(a))	cry11Aa cryD cryIVd cryXIA(a)	Bacillus thuringiensis subsp. israelensis	643		10.1128/jb.170.10.4732-4738.1988; 10.1128/jb.171.1.521-530.1989		3.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843
Q6B4J5	reviewed	EXSA_BACCE	Spore coat assembly protein ExsA	exsA	Bacillus cereus	643		10.1128/jb.187.11.3800-3806.2005		3.0	Repeat;Sporulation	KW-0677; KW-0749
P0A377	reviewed	CR2AA_BACTK	Pesticidal crystal protein Cry2Aa (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(a)) (Mosquito factor) (P2 crystal protein)	cry2Aa cryB1 cryII cryIIA(a)	Bacillus thuringiensis subsp. kurstaki	633		10.1128/jb.171.2.965-974.1989; 10.1016/s0021-9258(19)57428-2; 10.1016/s0969-2126(01)00601-3		3.0	3D-structure;Direct protein sequencing;Plasmid;Sporulation;Toxin;Virulence	KW-0002; KW-0903; KW-0614; KW-0749; KW-0800; KW-0843
P0A378	reviewed	CR2AA_BACTX	Pesticidal crystal protein Cry2Aa (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(a)) (Mosquito factor) (P2 crystal protein)	cry2Aa cryB1 cryII cryIIA(a)	Bacillus thuringiensis subsp. kenyae	633				2.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
P21254	reviewed	CR2AB_BACTK	Pesticidal crystal protein Cry2Ab (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(b))	cry2Ab cryB2 cryIIA(b)	Bacillus thuringiensis subsp. kurstaki	633		10.1128/jb.171.2.965-974.1989; 10.1111/j.1365-2958.1990.tb00569.x		3.0	Plasmid;Sporulation;Toxin;Virulence	KW-0614; KW-0749; KW-0800; KW-0843
Q9RMG3	reviewed	CR2AD_BACTU	Pesticidal crystal protein Cry2Ad (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(d))	cry2Ad cry2 cryIIA(d)	Bacillus thuringiensis	633				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
Q45743	reviewed	CR2AC_BACTU	Pesticidal crystal protein Cry2Ac (70 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(c))	cry2Ac cryIIA(c) cryIIc	Bacillus thuringiensis	622		10.1016/0378-1097(91)90466-n		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843
O05102	reviewed	C17AA_PARBF	Pesticidal crystal-like protein Cry17Aa (Cbm72 mosquitocidal toxin) (Insecticidal toxin CryXVIIA(a))	cry17Aa cbm72 cryXVIIA(a)	Paraclostridium bifermentans (Clostridium bifermentans)	618		10.1016/s0378-1119(98)00122-x		3.0	Secreted;Sporulation;Toxin;Virulence	KW-0964; KW-0749; KW-0800; KW-0843
O05272	reviewed	ASNO_BACSU	Asparagine synthetase [glutamine-hydrolyzing] 3 (EC 6.3.5.4)	asnO yisO yucB BSU10790	Bacillus subtilis (strain 168)	614		10.1099/00221287-143-10-3305; 10.1038/36786; 10.1128/jb.181.19.6081-6091.1999		4.0	Amino-acid biosynthesis;Asparagine biosynthesis;ATP-binding;Glutamine amidotransferase;Ligase;Nucleotide-binding;Reference proteome;Sporulation	KW-0028; KW-0061; KW-0067; KW-0315; KW-0436; KW-0547; KW-1185; KW-0749
Q45882	reviewed	C16AA_PARBF	Pesticidal crystal-like protein Cry16Aa (Cbm71 mosquitocidal toxin) (Insecticidal toxin CryXVIA(a))	cry16Aa cbm71 cryXVIA(a)	Paraclostridium bifermentans (Clostridium bifermentans)	613		10.1128/jb.178.11.3099-3105.1996		3.0	Direct protein sequencing;Secreted;Sporulation;Toxin;Virulence	KW-0903; KW-0964; KW-0749; KW-0800; KW-0843
O34398	reviewed	LIGD_BACSU	Bifunctional non-homologous end joining protein LigD (NHEJ DNA polymerase) [Includes: DNA ligase (Lig) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP]); DNA repair polymerase (Pol) (Polymerase/primase)]	ligd ykoU BSU13400	Bacillus subtilis (strain 168)	611		10.1038/36786; 10.1126/science.1074584; 10.1016/j.jmb.2006.01.059; 10.1128/jb.00018-07		5.0	ATP-binding;DNA damage;DNA recombination;DNA repair;DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Ligase;Manganese;Metal-binding;Multifunctional enzyme;Nuclease;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Sporulation;Transferase	KW-0067; KW-0227; KW-0233; KW-0234; KW-0238; KW-0239; KW-0269; KW-0378; KW-0436; KW-0464; KW-0479; KW-0511; KW-0540; KW-0547; KW-0548; KW-1185; KW-0749; KW-0808
P16497	reviewed	KINA_BACSU	Sporulation kinase A (EC 2.7.13.3) (Stage II sporulation protein F) (Stage II sporulation protein J)	kinA gsiC scoD spoIIF spoIIJ BSU13990	Bacillus subtilis (strain 168)	606	P16497; Q7WY62; P06628	10.1128/jb.172.1.86-93.1990; 10.1128/jb.171.11.6187-6196.1989; 10.1038/36786		4.0	3D-structure;ATP-binding;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Sporulation;Transferase;Two-component regulatory system	KW-0002; KW-0067; KW-0418; KW-0547; KW-0597; KW-1185; KW-0677; KW-0749; KW-0808; KW-0902
P49600	reviewed	SP2E_PRIMG	Stage II sporulation protein E (EC 3.1.3.16)	spoIIE	Priestia megaterium (Bacillus megaterium)	585		10.1046/j.1365-2958.1996.433963.x		2.0	Cell membrane;Hydrolase;Membrane;Protein phosphatase;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0378; KW-0472; KW-0904; KW-0749; KW-0812; KW-1133
O32032	reviewed	PBPI_BACSU	Penicillin-binding protein 4B (PBP-4B) (PBP4b) (EC 3.4.16.4) (Penicillin-binding protein I)	pbpI yrrR BSU27310	Bacillus subtilis (strain 168)	584		10.1038/36786; 10.1128/jb.186.1.258-261.2004		4.0	Carboxypeptidase;Cell cycle;Cell division;Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Signal-anchor;Sporulation;Transmembrane;Transmembrane helix	KW-0121; KW-0131; KW-0132; KW-1003; KW-0378; KW-0472; KW-0645; KW-1185; KW-0735; KW-0749; KW-0812; KW-1133
P37963	reviewed	SP6D_BACSU	Stage VI sporulation protein D	spoVID BSU28110	Bacillus subtilis (strain 168)	575	P14016	10.1128/jb.175.6.1705-1716.1993; 10.1038/36786		3.0	Reference proteome;Sporulation	KW-1185; KW-0749
P38586	reviewed	DEVT_MYXXD	CRISPR-associated protein Cas8a1/Csx13 (CRISPR-associated protein Cas8a1/Csx13, Myxan subtype) (Fruiting body developmental protein T)	devT cas8a1 MXAN_7263	Myxococcus xanthus (strain DK1622)	570		10.1073/pnas.0607335103; 10.1128/jb.175.22.7450-7462.1993; 10.1128/jb.184.6.1540-1546.2002; 10.1128/jb.00187-07		3.0	Antiviral defense;Fruiting body;Reference proteome;Sporulation	KW-0051; KW-0293; KW-1185; KW-0749
P37874	reviewed	YGXB_BACSU	Uncharacterized protein YgxB (ORF1)	ygxB BSU09390	Bacillus subtilis (strain 168)	552		10.1099/00221287-144-4-859; 10.1038/36786; 10.1128/jb.176.7.2003-2012.1994		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
P24141	reviewed	OPPA_BACSU	Oligopeptide-binding protein OppA (Stage 0 sporulation protein KA)	oppA spo0KA BSU11430	Bacillus subtilis (strain 168)	545		10.1111/j.1365-2958.1991.tb01838.x; 10.1128/jb.173.4.1388-1398.1991; 10.1038/36786; 10.1046/j.1365-2958.2003.03567.x; 10.1074/mcp.m600464-mcp200; 10.1101/gad.1945010; 10.1111/j.1365-2958.2012.08205.x; 10.1111/mmi.12252; 10.1371/journal.pgen.1006116; 10.1099/mic.0.001274		5.0	3D-structure;Cell membrane;Competence;Lipoprotein;Membrane;Palmitate;Peptide transport;Phosphoprotein;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0178; KW-0449; KW-0472; KW-0564; KW-0571; KW-0597; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813
P26906	reviewed	DPPE_BACSU	Dipeptide-binding protein DppE	dppE dciAE BSU12960	Bacillus subtilis (strain 168)	543		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786; 10.1099/mic.0.027839-0		3.0	3D-structure;Cell membrane;Lipoprotein;Membrane;Palmitate;Peptide transport;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0449; KW-0472; KW-0564; KW-0571; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813
P42061	reviewed	APPA_BACSU	Oligopeptide-binding protein AppA	appA BSU11381/BSU11382 BSU11380	Bacillus subtilis (strain 168)	543		10.1111/j.1365-2958.1994.tb00436.x; 10.1038/36786		3.0	3D-structure;Cell membrane;Competence;Lipoprotein;Membrane;Palmitate;Peptide transport;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0178; KW-0449; KW-0472; KW-0564; KW-0571; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813
P19471	reviewed	SP15_STRGR	55.5 kDa and 49.5 kDa sporulation proteins (ORF1590 and ORF1422)		Streptomyces griseus	529		10.1016/0378-1119(90)90413-l		2.0	Alternative initiation;Sporulation	KW-0024; KW-0749
Q00758	reviewed	SP5B_BACSU	Stage V sporulation protein B (Stage III sporulation protein F)	spoVB spoIIIF BSU27670	Bacillus subtilis (strain 168)	518		10.1128/jb.173.24.7942-7949.1991; 10.1038/36786		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P07788	reviewed	COTA_BACSU	Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)	cotA pig BSU06300	Bacillus subtilis (strain 168)	513		10.1099/13500872-142-11-3027; 10.1093/dnares/4.5.335; 10.1038/36786; 10.1016/0022-2836(87)90506-7; 10.1016/0022-2836(88)90536-0; 10.1128/jb.183.18.5426-5430.2001; 10.1074/jbc.m200827200; 10.1107/s0907444902011575; 10.1128/aem.72.1.972-975.2006; 10.1039/c2dt12067d; 10.1007/s12033-018-0103-6; 10.1016/j.bbrc.2021.01.094; 10.1074/jbc.m301251200; 10.1074/jbc.m314000200; 10.1039/b504806k; 10.1042/bj20080166; 10.1186/1472-6807-10-28; 10.1039/b922734b; 10.1107/s0907444911054503; 10.1107/s2053230x1600426x; 10.1002/cbic.201800236		5.0	3D-structure;Copper;Metal-binding;Oxidoreductase;Reference proteome;Repeat;Sporulation	KW-0002; KW-0186; KW-0479; KW-0560; KW-1185; KW-0677; KW-0749
P59174	reviewed	GPMI_OCEIH	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm OB2435	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	512		10.1093/nar/gkf526		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-1185; KW-0749
A7Z8Y2	reviewed	GPMI_BACVZ	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI RBAM_031270	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	511		10.1038/nbt1325		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
A8FHJ1	reviewed	GPMI_BACP2	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI BPUM_3054	Bacillus pumilus (strain SAFR-032)	511		10.1371/journal.pone.0000928		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
