	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_115	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	115	90972	91829	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_116	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	116	92009	92833	-1	D										Replication-relaxation [PF13814.12]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_117	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	117	92826	95546	-1	D										Type IV secretion-system coupling protein DNA-binding domain [PF10412.15]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_118	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	118	95559	95780	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_119	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	119	95767	95913	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_120	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	120	95916	96062	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_121	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	121	96082	96576	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_122	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	122	96515	97534	-1	C	K18640	plasmid segregation protein ParM								Archaeal actin homologue MreB-like, C-terminal [PF21522.3]; Actin like proteins N terminal domain [PF17989.7]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_123	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	123	97634	98077	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_124	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	124	98325	98486	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_125	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	125	98548	99063	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_126	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	126	99301	100452	1	C	K27551	Mesyanzhinovviridae/Herelleviridae deoxyuridylate hydroxymethyltransferase [EC:2.1.2.-]								Thymidylate synthase [PF00303.24]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_127	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	127	100455	100709	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_128	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	128	100766	101170	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_129	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	129	101163	101843	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_130	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	130	102021	102320	1	D										Bacterial DNA-binding protein [PF00216.26]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	131	102440	104269	1	C	K21929	uracil-DNA glycosylase [EC:3.2.2.27]								Uracil DNA glycosylase superfamily [PF03167.24]; DNA polymerase family A [PF00476.25]; 3'-5' exonuclease [PF01612.26]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_132	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	132	104538	105095	1	D										HNH endonuclease [PF13392.12]; NUMOD4 motif [PF07463.16]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_133	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	133	105215	106132	1	D										DNA polymerase family A [PF00476.25]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_134	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	134	106146	106322	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_135	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	135	106454	106624	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_136	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	136	106861	107850	1	D										gp32 DNA binding protein like [PF08804.16]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_137	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	137	107909	108211	1	D										Protein of unknown function (DUF1653) [PF07866.17]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_138	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	138	108186	108770	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_139	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	139	108838	109077	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_140	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	140	109079	109264	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_141	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	141	109265	109483	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_142	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	142	109485	110432	1	C	K27442	Bacillus phage exonuclease								5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.22]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.25]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_143	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	143	110434	110700	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_144	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	144	110819	112090	1	D										ATP dependent DNA ligase domain [PF01068.26]; DNA ligase N terminus [PF04675.19]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_145	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	145	112148	112453	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_146	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	146	112450	113043	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_147	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	147	113055	113432	1	C	K27328	Bacillus phage primase													0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_148	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	148	113529	113660	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_149	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	149	114024	114275	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_150	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	150	114278	114898	1	D			MER0327937	M86	MER0327937 - family M86 unassigned peptidases () [M86.UPW]#M86#{peptidase unit: 1-206}~source YP_002300435~	False	0.957	417.0	4.789e-132	Poly-gamma-glutamate hydrolase [PF05908.16]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_151	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	151	114911	115396	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_152	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	152	115397	115771	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_153	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	153	115758	116069	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_154	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	154	116053	116442	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_155	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	155	116534	116776	-1	D										Small, acid-soluble spore proteins, alpha/beta type [PF00269.25]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_156	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	156	116959	117108	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_157	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	157	117111	117299	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_158	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	158	117265	117738	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_159	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	159	117777	120713	1	C	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]								UvrD/REP helicase N-terminal domain [PF00580.27]; UvrD-like helicase C-terminal domain [PF13361.12]; UvrD-like helicase C-terminal domain [PF13538.12]; AAA domain [PF13245.12]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_160	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	160	120715	121260	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_161	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	161	121306	121461	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_162	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	162	121598	122002	1	D										Family of unknown function (DUF7376) [PF24091.1]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_163	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	163	122007	122360	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_164	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	164	122418	122648	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_165	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	165	122650	123117	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_166	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	166	123129	123674	1	D										YspA, cpYpsA-related SLOG family [PF10686.14]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_167	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	167	123705	124211	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_168	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	168	124419	124745	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_169	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	169	125096	125329	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_170	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	170	125319	125885	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_171	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	171	125900	126190	1	D										Family of unknown function (DUF6440) [PF20037.4]					0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_172	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	172	126168	126524	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_173	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	173	126514	126858	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_174	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	174	126848	127123	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_175	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	175	127137	127364	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_176	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	176	127366	127554	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_177	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	177	127570	127839	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_178	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	178	127997	128308	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_179	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	179	128467	128640	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_180	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	180	128671	128907	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_181	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	181	128891	129175	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_182	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	182	129189	129470	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_183	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	183	129467	129838	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_184	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	184	129841	130092	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_185	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	185	130118	130468	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_186	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	186	130462	130848	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_187	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	187	130939	131304	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_188	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	188	132415	132720	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_189	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	189	132692	133372	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_190	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	190	133394	133678	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_191	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	191	134202	134780	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_192	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	192	134782	135549	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_193	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	193	135551	136612	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_194	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	194	136800	137033	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_195	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	195	137170	137634	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_196	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	196	137760	138026	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_197	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	197	138132	138404	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_198	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	198	138571	139281	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_199	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	199	139493	139792	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_200	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	200	139891	140121	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_201	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	201	140244	140528	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_202	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	202	140667	141047	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_203	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	203	141051	141404	1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_204	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	204	141698	142093	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_205	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	205	142278	142754	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_206	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	206	142873	143034	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_207	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	207	143156	143824	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_208	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	208	143827	143967	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_209	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	209	144473	144754	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_210	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	210	144788	145246	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_211	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	211	145463	145633	-1	E															0
lab_phage_genomes_KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_212	lab_phage_genomes	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	212	145729	145950	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_1	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	1	1	1170	-1	D										Phage terminase large subunit gpA, ATPase domain [PF05876.18]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_2	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	2	1262	1564	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_3	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	3	1611	1979	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_4	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	4	2010	2156	-1	E															0
