gene	scaffold	scaffold.noperiod	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_193	NC_006883.2	NC_006883	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127]	MISC	Information systems	Nucleotide	"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP"	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_197	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_221	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_243	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_244	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_247	NC_006883.2	NC_006883	K02040	pstS; phosphate transport system substrate-binding protein	Transporters			Phosphate transport system	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_257	NC_006883.2	NC_006883							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_258	NC_006883.2	NC_006883							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_259	NC_006883.2	NC_006883							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_262	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_263	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_265	NC_006883.2	NC_006883	GT11	"GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)"	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_268	NC_006883.2	NC_006883	GT6	"GT6 alpha-1,3-galactosyltransferase (EC 2.4.1.87); alpha-1,3 N-acetylgalactosaminyltransferase (EC 2.4.1.40); alpha-galactosyltransferase (EC 2.4.1.37); globoside alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.88)."	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_270	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_271	NC_006883.2	NC_006883	GT25	"GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)"	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_282	NC_006883.2	NC_006883	K02703	psbA; photosystem II reaction center D1 protein [EC:1.10.3.9]	Energy	Photosynthesis		Photosystem II	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_286	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_303	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_304	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_307	NC_006883.2	NC_006883							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_308	NC_006883.2	NC_006883							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_309	NC_006883.2	NC_006883							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_315	NC_006883.2	NC_006883							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_322	NC_006883.2	NC_006883							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006883.2_327	NC_006883.2	NC_006883							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_7	NC_006884.2	NC_006884							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_19	NC_006884.2	NC_006884							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_20	NC_006884.2	NC_006884							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_46	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_89	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_110	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_123	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_128	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_129	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_137	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_146	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_190	NC_006884.2	NC_006884	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_190	NC_006884.2	NC_006884	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_196	NC_006884.2	NC_006884							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_205	NC_006884.2	NC_006884	K02703	psbA; photosystem II reaction center D1 protein [EC:1.10.3.9]	Energy	Photosynthesis		Photosystem II	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_206	NC_006884.2	NC_006884	K02706	psbD; photosystem II reaction center D2 protein [EC:1.10.3.9]	Energy	Photosynthesis		Photosystem II	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006884.2_218	NC_006884.2	NC_006884							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006953.1_2	NC_006953.1	NC_006953	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		"DNA polymerase III complex, bacteria"	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_006953.1_2	NC_006953.1	NC_006953	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007021.1_54	NC_007021.1	NC_007021							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007021.1_55	NC_007021.1	NC_007021							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007021.1_57	NC_007021.1	NC_007021							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007021.1_159	NC_007021.1	NC_007021							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007021.1_162	NC_007021.1	NC_007021	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	TM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007022.1_8	NC_007022.1	NC_007022							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007022.1_71	NC_007022.1	NC_007022							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007023.1_125	NC_007023.1	NC_007023	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007023.1_156	NC_007023.1	NC_007023							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007023.1_251	NC_007023.1	NC_007023							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007023.1_257	NC_007023.1	NC_007023							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007024.1_41	NC_007024.1	NC_007024							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007050.1_38	NC_007050.1	NC_007050	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007051.1_44	NC_007051.1	NC_007051	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007052.1_28	NC_007052.1	NC_007052							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007055.1_62	NC_007055.1	NC_007055	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007056.1_33	NC_007056.1	NC_007056	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007066.1_114	NC_007066.1	NC_007066							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007066.1_185	NC_007066.1	NC_007066							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007066.1_187	NC_007066.1	NC_007066	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007458.1_21	NC_007458.1	NC_007458	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007458.1_35	NC_007458.1	NC_007458	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007458.1_35	NC_007458.1	NC_007458	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007458.1_35	NC_007458.1	NC_007458	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007458.1_35	NC_007458.1	NC_007458	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007501.1_41	NC_007501.1	NC_007501	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007581.1_44	NC_007581.1	NC_007581	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007581.1_77	NC_007581.1	NC_007581	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007581.1_79	NC_007581.1	NC_007581	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007581.1_86	NC_007581.1	NC_007581	CBM13	"CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis."	carbon utilization	CAZY		Carbohydrate-Binding Modules	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007581.1_193	NC_007581.1	NC_007581	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	TM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007581.1_201	NC_007581.1	NC_007581	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	TFM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007610.1_56	NC_007610.1	NC_007610							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007610.1_64	NC_007610.1	NC_007610							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007710.1_52	NC_007710.1	NC_007710	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007734.1_21	NC_007734.1	NC_007734	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007734.1_38	NC_007734.1	NC_007734	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007734.1_38	NC_007734.1	NC_007734	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007734.1_38	NC_007734.1	NC_007734	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007734.1_38	NC_007734.1	NC_007734	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007808.1_25	NC_007808.1	NC_007808							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_21	NC_007814.1	NC_007814	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_38	NC_007814.1	NC_007814	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_38	NC_007814.1	NC_007814	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_38	NC_007814.1	NC_007814	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007814.1_38	NC_007814.1	NC_007814	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007902.1_63	NC_007902.1	NC_007902	K03496	parA;sporulation initiation inhibitor protein Soj	MISC	Sporulation/ other		Sporulation	1	TFM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007917.1_37	NC_007917.1	NC_007917	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007917.1_37	NC_007917.1	NC_007917	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007917.1_72	NC_007917.1	NC_007917	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_007917.1_73	NC_007917.1	NC_007917	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008198.1_61	NC_008198.1	NC_008198							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008200.1_61	NC_008200.1	NC_008200							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008204.1_3	NC_008204.1	NC_008204							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008204.1_4	NC_008204.1	NC_008204							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008204.1_6	NC_008204.1	NC_008204							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008205.1_63	NC_008205.1	NC_008205	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008206.2_34	NC_008206.2	NC_008206							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008208.1_67	NC_008208.1	NC_008208							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_6	NC_008296.2	NC_008296							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_17	NC_008296.2	NC_008296							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_18	NC_008296.2	NC_008296							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_40	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_43	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_45	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_54	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_99	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_101	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_102	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_120	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_152	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_170	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_184	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_185	NC_008296.2	NC_008296							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008296.2_198	NC_008296.2	NC_008296							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008376.2_33	NC_008376.2	NC_008376	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008376.2_33	NC_008376.2	NC_008376	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008376.2_39	NC_008376.2	NC_008376	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_008515.1_59	NC_008515.1	NC_008515	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
