Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER
P07860	reviewed	RPSF_BACSU	RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)	sigF spoIIAC BSU23450	Bacillus subtilis (strain 168)	255		10.1099/00221287-133-3-475; 10.1099/00221287-130-8-2147; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1016/0092-8674(93)90520-z; 10.1128/jb.178.16.5039-5041.1996; 10.1128/jb.00949-10; 10.1002/pmic.201000790		5.0	Direct protein sequencing;DNA-binding;Reference proteome;Sigma factor;Sporulation;Transcription;Transcription regulation	KW-0903; KW-0238; KW-1185; KW-0731; KW-0749; KW-0804; KW-0805	PF04542;PF04539;PF04545;	cd06171;	IPR001387;IPR014284;IPR014322;IPR014236;IPR000943;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR050239;IPR036388;	TIGR02980;TIGR02937;TIGR02885;	Sigma-70 factor family	PTHR30603;PTHR30603:SF19;
P08164	reviewed	NADE_BACSU	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)	nadE outB BSU03130	Bacillus subtilis (strain 168)	272		10.1128/jb.169.4.1480-1484.1987; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1002/elps.1150180820; 10.1128/jb.174.8.2474-2477.1992; 10.1128/jb.172.9.5482-5485.1990; 10.1074/jbc.270.11.6181; 10.1002/j.1460-2075.1996.tb00896.x; 10.1016/s0969-2126(98)00114-2; 10.1107/s0907444901003523; 10.1107/s0907444902006698		5.0	3D-structure;ATP-binding;Direct protein sequencing;Ligase;Magnesium;Metal-binding;NAD;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Stress response	KW-0002; KW-0067; KW-0903; KW-0436; KW-0460; KW-0479; KW-0520; KW-0547; KW-0597; KW-1185; KW-0749; KW-0346	PF02540;	cd00553;	IPR022310;IPR003694;IPR022926;IPR014729;	TIGR00552;	NAD synthetase family	PTHR23090;PTHR23090:SF7;
P08877	reviewed	PTHP_BACSU	Phosphocarrier protein HPr (Histidine-containing protein)	ptsH BSU13900	Bacillus subtilis (strain 168)	88	P25144	10.1111/j.1365-2958.1989.tb00109.x; 10.1038/36786; 10.1128/jb.174.8.2474-2477.1992; 10.1111/j.1365-2958.1992.tb00882.x; 10.1128/jb.178.15.4611-4619.1996; 10.1128/jb.176.11.3336-3344.1994; 10.1111/j.1365-2958.1995.mmi_17050953.x; 10.1074/mcp.m600464-mcp200; 10.1073/pnas.89.6.2499; 10.1016/s0969-2126(94)00122-7; 10.1021/bi00483a006; 10.1002/pro.5560011016; 10.1002/pro.5560061006; 10.1073/pnas.192368699		5.0	3D-structure;Cytoplasm;Direct protein sequencing;Phosphoprotein;Phosphotransferase system;Reference proteome;Sugar transport;Transcription;Transcription regulation;Transport	KW-0002; KW-0963; KW-0903; KW-0597; KW-0598; KW-1185; KW-0762; KW-0804; KW-0805; KW-0813	PF00381;	cd00367;	IPR050399;IPR000032;IPR035895;IPR001020;IPR002114;	TIGR01003;	HPr family	PTHR33705;PTHR33705:SF2;
P09339	reviewed	ACNA_BACSU	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) (Aconitate/2-methylaconitate hydratase) (EC 4.2.1.-) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)	citB BSU18000	Bacillus subtilis (strain 168)	909		10.1099/13500872-142-11-3097; 10.1038/36786; 10.1128/jb.169.7.3062-3067.1987; 10.1128/jb.179.23.7351-7359.1997; 10.1073/pnas.96.18.10412; 10.1128/jb.00249-06; 10.1128/jb.01690-12; 10.1099/mic.0.063388-0; 10.1021/acs.biochem.7b00778		5.0	Direct protein sequencing;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome;RNA-binding;Tricarboxylic acid cycle	KW-0903; KW-0408; KW-0411; KW-0456; KW-0479; KW-1185; KW-0694; KW-0816	PF00330;PF00694;	cd01586;cd01580;	IPR044137;IPR015931;IPR001030;IPR015928;IPR006249;IPR018136;IPR036008;IPR000573;	TIGR01341;	Aconitase/IPM isomerase family	PTHR11670;PTHR11670:SF54;
P0A2D5	reviewed	CHEY_SALTY	Chemotaxis protein CheY	cheY STM1916	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	129		10.1073/pnas.82.23.7989; 10.1038/35101614; 10.1016/0092-8674(88)90489-8; 10.1016/s0021-9258(18)92982-0; 10.1073/pnas.93.19.10090; 10.1006/jmbi.1998.2224; 10.1021/bi034883t; 10.1038/337745a0; 10.1021/bi00212a001; 10.1016/j.jmb.2006.03.050; 10.1128/jb.01414-07		5.0	3D-structure;Acetylation;Chemotaxis;Cytoplasm;Flagellar rotation;Magnesium;Metal-binding;Phosphoprotein;Reference proteome;Two-component regulatory system	KW-0002; KW-0007; KW-0145; KW-0963; KW-0283; KW-0460; KW-0479; KW-0597; KW-1185; KW-0902	PF00072;	cd19923;	IPR011006;IPR001789;			PTHR43047:SF72;PTHR43047;
P0ABG7	reviewed	RODA_ECOLI	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase) (Rod shape-determining protein) (Shape, elongation, division and sporulation glycosyltransferase RodA) (SEDS GT RodA)	mrdB rodA b0634 JW0629	Escherichia coli (strain K12)	370		10.1128/jb.171.1.558-560.1989; 10.1093/dnares/3.3.137; 10.1126/science.277.5331.1453; 10.1038/msb4100049; 10.1128/jb.169.12.5692-5699.1987; 10.1128/jb.141.1.52-57.1980; 10.1128/jb.155.2.854-859.1983; 10.1126/science.1109730; 10.1038/nmicrobiol.2016.172; 10.1038/s41467-023-40483-8		5.0	3D-structure;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix	KW-0002; KW-0997; KW-1003; KW-0133; KW-0961; KW-0328; KW-0472; KW-0573; KW-1185; KW-0808; KW-0812; KW-1133	PF01098;		IPR018365;IPR001182;IPR011923;	TIGR02210;	SEDS family, MrdB/RodA subfamily	PTHR30474;PTHR30474:SF1;
P0AEC8	reviewed	DCUS_ECOLI	Sensor histidine kinase DcuS (EC 2.7.13.3) (Fumarate sensor)	dcuS yjdH b4125 JW4086	Escherichia coli (strain K12)	543	P0AEC8	10.1093/nar/23.12.2105; 10.1126/science.277.5331.1453; 10.1038/msb4100049; 10.1128/jb.180.20.5421-5425.1998; 10.1128/jb.181.4.1238-1248.1999; 10.1074/jbc.m204482200; 10.1126/science.1109730; 10.1111/1462-2920.13418; 10.1074/jbc.c300344200; 10.1074/jbc.m805253200; 10.1038/nsmb.1493		5.0	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0002; KW-0067; KW-0997; KW-1003; KW-0418; KW-0472; KW-0547; KW-0597; KW-1185; KW-0808; KW-0812; KW-1133; KW-0902	PF02518;PF00989;PF17203;PF14689;	cd16915;cd00130;	IPR036890;IPR003594;IPR005467;IPR000014;IPR035965;IPR013767;IPR033463;IPR029151;IPR004358;IPR016120;IPR039506;			PTHR43547:SF10;PTHR43547;
P11557	reviewed	DAMX_ECOLI	Cell division protein DamX	damX yhfB b3388 JW3351	Escherichia coli (strain K12)	428		10.1007/bf00330946; 10.1007/bf00290345; 10.1126/science.277.5331.1453; 10.1038/msb4100049; 10.1128/jb.00811-09; 10.1128/jb.01244-09; 10.1021/bi301609e		5.0	3D-structure;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0002; KW-0131; KW-0132; KW-0997; KW-1003; KW-0175; KW-0472; KW-1185; KW-0812; KW-1133	PF05036;		IPR032899;IPR007730;IPR036680;		DamX family	
P12946	reviewed	CTAA_BACSU	Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein)	ctaA BSU14870	Bacillus subtilis (strain 168)	306	O31652	10.1128/jb.171.9.4967-4978.1989; 10.1038/36786; 10.1128/jb.176.21.6663-6671.1994; 10.1021/bi0203536; 10.1021/bi049056m; 10.1021/bi048469k; 10.1128/jb.187.24.8361-8369.2005; 10.1016/j.bbabio.2015.11.008; 10.1073/pnas.1813346115		5.0	3D-structure;Cell membrane;Direct protein sequencing;Disulfide bond;Heme biosynthesis;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	KW-0002; KW-1003; KW-0903; KW-1015; KW-0350; KW-0408; KW-0472; KW-0479; KW-0560; KW-1185; KW-0812; KW-1133	PF02628;		IPR003780;IPR050450;IPR023755;		COX15/CtaA family, Type 1 subfamily	PTHR35457;PTHR35457:SF1;
P13801	reviewed	SP2G_BACSU	Sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)	spoIIGA BSU15310	Bacillus subtilis (strain 168)	309		10.1016/0092-8674(88)90407-2; 10.1093/nar/18.3.657; 10.1038/36786; 10.1128/jb.173.24.7821-7827.1991; 10.1128/jb.176.24.7763-7766.1994; 10.1016/0092-8674(95)90163-9; 10.1128/jb.180.9.2426-2433.1998; 10.1046/j.1365-2958.1998.00849.x; 10.1074/jbc.m708962200; 10.1093/jb/mvr027		5.0	Aspartyl protease;Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0064; KW-1003; KW-0378; KW-0472; KW-0645; KW-1185; KW-0749; KW-0812; KW-1133	PF03419;		IPR005081;	TIGR02854;	Peptidase U4 family	
P16396	reviewed	SUBE_BACSU	Minor extracellular protease Epr (EC 3.4.21.-)	epr BSU38400 ipa-15r	Bacillus subtilis (strain 168)	645		10.1007/bf00259415; 10.1128/jb.170.12.5557-5563.1988; 10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1128/jb.184.2.596-599.2002; 10.1111/j.1574-6968.2006.00151.x; 10.1128/jb.00427-06; 10.1111/j.1365-2958.2007.05869.x; 10.1111/j.1574-6968.2009.01596.x; 10.1007/s12038-013-9309-8		5.0	Cell wall;Direct protein sequencing;Hydrolase;Protease;Reference proteome;Secreted;Serine protease;Signal;Zymogen	KW-0134; KW-0903; KW-0378; KW-0645; KW-1185; KW-0964; KW-0720; KW-0732; KW-0865	PF22775;PF00082;	cd07477;	IPR054725;IPR000209;IPR036852;IPR051048;IPR023827;IPR022398;IPR023828;IPR015500;IPR037045;IPR041909;IPR034202;		Peptidase S8 family	PTHR43399:SF5;PTHR43399;
P16655	reviewed	DIVIB_BACSU	Cell division protein DivIB (Cell division and sporulation protein) (Division initiation protein DivIB)	divIB dds BSU15240	Bacillus subtilis (strain 168)	263	Q07868	10.1128/jb.171.12.6835-6839.1989; 10.1128/jb.171.12.6821-6834.1989; 10.1038/36786; 10.1128/jb.182.12.3607-3611.2000; 10.1046/j.1365-2958.2000.01857.x; 10.1111/j.1365-2958.2004.04399.x; 10.1128/jb.01031-06; 10.1128/jb.01072-06; 10.1111/j.1365-2958.2008.06114.x; 10.1128/jb.00783-10		5.0	Cell cycle;Cell division;Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0131; KW-0132; KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF03799;PF08478;		IPR005548;IPR026580;IPR050487;IPR034746;IPR013685;		FtsQ/DivIB family, DivIB subfamily	PTHR37820;PTHR37820:SF1;
P17556	reviewed	DHA_LYSSH	Alanine dehydrogenase (EC 1.4.1.1)	ald	Lysinibacillus sphaericus (Bacillus sphaericus)	372		10.1021/bi00456a025; 10.1111/j.1432-1033.1979.tb02030.x		5.0	Cytoplasm;Direct protein sequencing;NAD;Nucleotide-binding;Oxidoreductase;Sporulation	KW-0963; KW-0903; KW-0520; KW-0547; KW-0560; KW-0749	PF01262;PF05222;	cd05305;	IPR008141;IPR008143;IPR008142;IPR007886;IPR007698;IPR036291;	TIGR00518;	AlaDH/PNT family	PTHR42795;PTHR42795:SF1;
P17865	reviewed	FTSZ_BACSU	Cell division protein FtsZ	ftsZ BSU15290	Bacillus subtilis (strain 168)	382	O34894; P28264; P17865; O31728; P54166; P94542	10.1128/jb.170.10.4855-4864.1988; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1016/s0021-9258(19)39225-7; 10.1128/jb.186.17.5775-5781.2004; 10.1128/jb.187.18.6536-6544.2005; 10.1111/j.1365-2958.2008.06173.x; 10.1073/pnas.1311524110; 10.1016/j.jmb.2007.08.056; 10.1126/science.1159961; 10.1186/1472-6750-9-37; 10.1073/pnas.1414242112		5.0	3D-structure;Cell cycle;Cell division;Cytoplasm;GTP-binding;Nucleotide-binding;Reference proteome;Septation	KW-0002; KW-0131; KW-0132; KW-0963; KW-0342; KW-0547; KW-1185; KW-0717	PF12327;PF00091;	cd02201;	IPR000158;IPR020805;IPR045061;IPR024757;IPR008280;IPR037103;IPR018316;IPR036525;IPR003008;	TIGR00065;	FtsZ family	PTHR30314;PTHR30314:SF3;
P17896	reviewed	SP4B_BACSU	SpoIVB peptidase (EC 3.4.21.116) (Sporulation factor IV B protease) (Stage IV sporulation protein B) [Cleaved into: SpoIVB peptidase 45 kDa isoform; SpoIVB peptidase 43 kDa isoform; SpoIVB peptidase 42 kDa isoform]	spoIVB BSU24230	Bacillus subtilis (strain 168)	426		10.1128/jb.172.3.1306-1311.1990; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1046/j.1365-2958.2000.01946.x; 10.1128/jb.184.1.191-199.2002; 10.1046/j.1365-2958.2003.03651.x; 10.1074/jbc.m407048200		5.0	Direct protein sequencing;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Sporulation;Zymogen	KW-0903; KW-0378; KW-0645; KW-1185; KW-0720; KW-0732; KW-0749; KW-0865	PF17820;PF05580;	cd00989;	IPR001478;IPR041489;IPR036034;IPR009003;IPR008763;IPR014219;	TIGR02860;		
P19079	reviewed	CDD_BACSU	Cytidine deaminase (CDA) (EC 3.5.4.5) (Cytidine aminohydrolase)	cdd BSU25300	Bacillus subtilis (strain 168)	136		10.1007/bf00334391; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1021/bi011849a; 10.1021/bi035893x		5.0	3D-structure;Hydrolase;Metal-binding;Reference proteome;Zinc	KW-0002; KW-0378; KW-0479; KW-1185; KW-0862	PF00383;	cd01283;	IPR016192;IPR002125;IPR050202;IPR006262;IPR016193;	TIGR01354;	Cytidine and deoxycytidylate deaminase family	PTHR11644;PTHR11644:SF2;
P19669	reviewed	TAL_BACSU	Transaldolase (EC 2.2.1.2) (20 kDa phosphoprotein OrfU) (CSI9)	tal orfU ywjH BSU37110	Bacillus subtilis (strain 168)	212	P19669	10.1128/jb.170.9.4194-4208.1988; 10.1099/00221287-143-10-3313; 10.1038/36786; 10.1101/gr.9.11.1116; 10.1099/mic.0.027839-0; 10.1128/jb.174.8.2474-2477.1992; 10.1128/jb.178.15.4611-4619.1996; 10.1074/jbc.m008061200; 10.1074/mcp.m600464-mcp200		5.0	3D-structure;Cytoplasm;Direct protein sequencing;Pentose shunt;Phosphoprotein;Reference proteome;Schiff base;Transferase	KW-0002; KW-0963; KW-0903; KW-0570; KW-0597; KW-1185; KW-0704; KW-0808	PF00923;	cd00956;	IPR013785;IPR001585;IPR022999;IPR004731;IPR018225;IPR033919;	TIGR00875;	Transaldolase family, Type 3B subfamily	PTHR10683;PTHR10683:SF36;
P20964	reviewed	OBG_BACSU	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg) (OrfA) (Spo0B-associated GTP-binding protein)	obg BSU27920	Bacillus subtilis (strain 168)	428		10.1128/jb.171.3.1362-1371.1989; 10.1038/36786; 10.1128/jb.161.2.556-562.1985; 10.1128/jb.176.23.7155-7160.1994; 10.1128/jb.176.23.7161-7168.1994; 10.1128/jb.177.11.3308-3311.1995; 10.1128/jb.181.15.4653-4660.1999; 10.1128/jb.182.10.2771-2777.2000; 10.1099/00221287-148-11-3539; 10.1016/j.bbrc.2004.07.154; 10.1128/jb.00799-08; 10.1371/journal.pone.0012597; 10.1016/s0969-2126(02)00882-1; 10.1016/j.devcel.2005.02.002		5.0	3D-structure;Cytoplasm;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Sporulation	KW-0002; KW-0963; KW-0342; KW-0378; KW-0460; KW-0479; KW-0547; KW-1185; KW-0749	PF09269;PF01018;PF01926;	cd01898;	IPR031167;IPR006073;IPR014100;IPR036346;IPR006074;IPR006169;IPR036726;IPR045086;IPR015349;IPR027417;IPR005225;	TIGR02729;TIGR03595;TIGR00231;	TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family	PTHR11702;PTHR11702:SF31;
P21340	reviewed	PAIA_BACSU	Spermidine/spermine N(1)-acetyltransferase (SSAT) (Protease synthase and sporulation negative regulatory protein PAI 1) (Spermidine N(1)-acetyltransferase) (SAT) (EC 2.3.1.57)	paiA BSU32150	Bacillus subtilis (strain 168)	172		10.1128/jb.172.4.1783-1790.1990; 10.1038/36786; 10.1074/jbc.m505332200		5.0	3D-structure;Acyltransferase;Direct protein sequencing;Reference proteome;Sporulation;Transferase	KW-0002; KW-0012; KW-0903; KW-1185; KW-0749; KW-0808	PF00583;	cd04301;	IPR016181;IPR000182;IPR050276;		Acetyltransferase family	PTHR43617;PTHR43617:SF22;
P21458	reviewed	SP3E_BACSU	DNA translocase SpoIIIE (Stage III sporulation protein E)	spoIIIE ftsK BSU16800	Bacillus subtilis (strain 168)	787		10.1099/00221287-133-9-2359; 10.1111/j.1365-2958.1989.tb00275.x; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1126/science.8160014; 10.1073/pnas.96.25.14553; 10.1126/science.290.5493.995; 10.1126/science.1066274; 10.1128/jb.185.6.2005-2008.2003; 10.1111/j.1365-2958.2005.05004.x; 10.1016/j.cell.2007.11.009; 10.1128/jb.01949-06; 10.1111/j.1365-2958.2007.05981.x; 10.1111/j.1365-2958.2007.05992.x; 10.1101/gad.1684008; 10.1038/nsmb.1412; 10.1016/j.cub.2008.07.047; 10.1111/j.1365-2958.2009.06893.x; 10.1111/j.1365-2958.2009.06894.x; 10.1101/gad.1925210		5.0	ATP-binding;Cell cycle;Cell division;Cell membrane;Chromosome partition;DNA-binding;Membrane;Nucleotide-binding;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0067; KW-0131; KW-0132; KW-1003; KW-0159; KW-0238; KW-0472; KW-0547; KW-1185; KW-0749; KW-0812; KW-1133	PF17854;PF09397;PF01580;	cd01127;	IPR003593;IPR050206;IPR041027;IPR002543;IPR018541;IPR027417;IPR036388;IPR036390;		FtsK/SpoIIIE/SftA family	PTHR22683:SF41;PTHR22683;
P24141	reviewed	OPPA_BACSU	Oligopeptide-binding protein OppA (Stage 0 sporulation protein KA)	oppA spo0KA BSU11430	Bacillus subtilis (strain 168)	545		10.1111/j.1365-2958.1991.tb01838.x; 10.1128/jb.173.4.1388-1398.1991; 10.1038/36786; 10.1046/j.1365-2958.2003.03567.x; 10.1074/mcp.m600464-mcp200; 10.1101/gad.1945010; 10.1111/j.1365-2958.2012.08205.x; 10.1111/mmi.12252; 10.1371/journal.pgen.1006116; 10.1099/mic.0.001274		5.0	3D-structure;Cell membrane;Competence;Lipoprotein;Membrane;Palmitate;Peptide transport;Phosphoprotein;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0178; KW-0449; KW-0472; KW-0564; KW-0571; KW-0597; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813	PF00496;	cd08504;	IPR030678;IPR039424;IPR023765;IPR000914;		Bacterial solute-binding protein 5 family	PTHR30290;PTHR30290:SF10;
P25052	reviewed	TENA_BACSU	Aminopyrimidine aminohydrolase (EC 3.5.99.2) (4-amino-5-aminomethyl-2-methylpyrimidine hydrolase) (Thiaminase II)	tenA BSU11650	Bacillus subtilis (strain 168)	236		10.1128/jb.173.1.46-54.1991; 10.1038/36786; 10.1128/jb.183.24.7371-7380.2001; 10.1038/nchembio.2007.13; 10.1021/bi0478648; 10.1016/j.bioorg.2007.10.005		5.0	3D-structure;Hydrolase;Reference proteome;Thiamine biosynthesis	KW-0002; KW-0378; KW-1185; KW-0784	PF03070;	cd19364;	IPR016084;IPR004305;IPR027574;IPR050967;	TIGR04306;	TenA family	PTHR43198;PTHR43198:SF2;
P25053	reviewed	TENI_BACSU	Thiazole tautomerase (EC 5.3.99.10)	tenI BSU11660	Bacillus subtilis (strain 168)	205		10.1128/jb.173.1.46-54.1991; 10.1038/36786; 10.1128/jb.183.24.7371-7380.2001; 10.1021/bi0478648; 10.1021/ja1110514		5.0	3D-structure;Isomerase;Reference proteome;Thiamine biosynthesis	KW-0002; KW-0413; KW-1185; KW-0784	PF02581;	cd00564;	IPR013785;IPR036206;IPR022998;		Thiazole tautomerase family	PTHR20857;PTHR20857:SF22;
P25814	reviewed	RNPA_BACSU	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA BSU41050	Bacillus subtilis (strain 168)	116		10.1111/j.1365-2958.1992.tb01510.x; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1099/00221287-138-12-2609; 10.1093/nar/26.13.3090; 10.1128/jb.05485-11; 10.1126/science.280.5364.752		5.0	3D-structure;Endonuclease;Hydrolase;Nuclease;Reference proteome;RNA-binding;tRNA processing	KW-0002; KW-0255; KW-0378; KW-0540; KW-1185; KW-0694; KW-0819	PF00825;		IPR020568;IPR014721;IPR000100;IPR020539;	TIGR00188;	RnpA family	PTHR33992;PTHR33992:SF1;
P29131	reviewed	FTSN_ECOLI	Cell division protein FtsN	ftsN msgA b3933 JW3904	Escherichia coli (strain K12)	319	P56976; P0ABH0; P0AD68; P06136; P0ABG4; P02919	10.1128/jb.175.12.3790-3797.1993; 10.1093/nar/21.15.3391; 10.1126/science.277.5331.1453; 10.1038/msb4100049; 10.1128/jb.178.5.1328-1334.1996; 10.1046/j.1365-2958.1997.4641833.x; 10.1046/j.1365-2958.2001.02640.x; 10.1128/jb.184.9.2552-2556.2002; 10.1046/j.1365-2958.2003.03511.x; 10.1128/jb.186.20.6728-6737.2004; 10.1099/mic.0.2006/000265-0; 10.1128/jb.00811-09; 10.1111/j.1365-2958.2010.07211.x; 10.1111/j.1365-2958.2010.07134.x; 10.1128/jb.06683-11; 10.1128/jb.00911-13; 10.1111/mmi.12623; 10.1111/mmi.12905; 10.1111/mmi.12906; 10.1111/mmi.12907; 10.1111/mmi.12925; 10.1111/j.1365-2958.2004.03991.x		5.0	3D-structure;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Disulfide bond;Membrane;Reference proteome;Repeat;Septation;Transmembrane;Transmembrane helix	KW-0002; KW-0131; KW-0132; KW-0997; KW-1003; KW-1015; KW-0472; KW-1185; KW-0677; KW-0717; KW-0812; KW-1133	PF05036;		IPR052521;IPR011930;IPR007730;IPR036680;	TIGR02223;	FtsN family	PTHR38687;PTHR38687:SF2;
P29141	reviewed	SUBV_BACSU	Minor extracellular protease Vpr (EC 3.4.21.-)	vpr BSU38090 ipa-45r	Bacillus subtilis (strain 168)	806		10.1128/jb.173.21.6889-6895.1991; 10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1099/00221287-146-1-65; 10.1016/j.pep.2004.08.008; 10.1111/j.1365-2958.2007.05869.x; 10.1128/jb.02588-14		5.0	Cell wall;Direct protein sequencing;Hydrolase;Protease;Reference proteome;Secreted;Serine protease;Signal;Zymogen	KW-0134; KW-0903; KW-0378; KW-0645; KW-1185; KW-0964; KW-0720; KW-0732; KW-0865	PF13860;PF05922;PF02225;PF00082;	cd02133;cd07474;	IPR025965;IPR046450;IPR003137;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR050131;IPR015500;IPR034213;IPR010259;		Peptidase S8 family	PTHR43806:SF59;PTHR43806;
P32960	reviewed	RACX_BACSU	Broad specificity amino-acid racemase RacX (EC 5.1.1.10)	racX BSU34430	Bacillus subtilis (strain 168)	227		10.1128/jb.175.10.2917-2925.1993; 10.1038/36786; 10.1007/s00726-017-2486-2		5.0	Isomerase;Reference proteome;Sporulation	KW-0413; KW-1185; KW-0749	PF01177;		IPR015942;IPR001920;IPR018187;IPR033134;IPR004380;	TIGR00035;	Aspartate/glutamate racemases family	PTHR21198:SF11;PTHR21198;
P35149	reviewed	SP4A_BACSU	Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)	spoIVA spoVP BSU22800	Bacillus subtilis (strain 168)	492		10.1128/jb.174.2.575-585.1992; 10.1128/jb.174.2.586-594.1992; 10.1038/36786; 10.1128/jb.182.7.1883-1888.2000; 10.1101/gad.8.2.234; 10.1099/00221287-142-4-733; 10.1128/jb.181.3.781-790.1999; 10.1111/j.1574-6968.2000.tb09355.x; 10.1128/jb.183.5.1645-1654.2001; 10.1111/j.1365-2958.2006.05468.x; 10.1016/j.molcel.2008.05.030; 10.1111/j.1574-6968.2009.01737.x; 10.1111/j.1365-2958.2009.06886.x; 10.1073/pnas.1210554110		5.0	ATP-binding;Cytoplasm;Direct protein sequencing;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0963; KW-0903; KW-0378; KW-0547; KW-1185; KW-0749	PF09547;PF20439;PF20438;	cd00882;	IPR027417;IPR046842;IPR046840;IPR046841;IPR014201;	TIGR02836;		
P35835	reviewed	SUBN_BACNA	Subtilisin NAT (EC 3.4.21.62) (Nattokinase) (NK)	aprN	Bacillus subtilis subsp. natto	381		10.1271/bbb.56.1869; 10.1006/bbrc.1993.2624; 10.1107/s1744309110043137; 10.1107/s0909049513020700		5.0	3D-structure;Calcium;Direct protein sequencing;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0002; KW-0106; KW-0903; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865	PF05922;PF00082;	cd07477;	IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR050131;IPR015500;IPR010259;IPR037045;IPR034202;		Peptidase S8 family	PTHR43806:SF59;PTHR43806;
